dataset,condition,comparison_scope,pair_id,source_pair_id,subject_id,canonical_finger_position,path_a,path_b,source_type,source_file,source_split,diagnostics_comparison_scope,config_hash,implementation_hash,primary_raw_score,rerun_raw_score,primary_decision,rerun_decision,raw_score_text_equal,raw_score_numeric_equal,decision_equal,status_equal,error_code_equal,error_message_equal,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,all_deterministic_diagnostics_equal,exact_reproducibility,timing_compared
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001029_05,sd300b_plain_roll_00001029_05,00001029,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_05.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,0.0,0.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001029_06,sd300b_plain_roll_00001029_06,00001029,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_06.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,0.0,0.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001029_07,sd300b_plain_roll_00001029_07,00001029,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_07.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,6.0,6.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001029_08,sd300b_plain_roll_00001029_08,00001029,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_08.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3.0,3.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001029_09,sd300b_plain_roll_00001029_09,00001029,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_09.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,4.0,4.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001029_10,sd300b_plain_roll_00001029_10,00001029,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_10.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,0.0,0.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_01,sd300b_plain_roll_00001030_01,00001030,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_01.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,4.0,4.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_02,sd300b_plain_roll_00001030_02,00001030,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_02.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,4.0,4.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_03,sd300b_plain_roll_00001030_03,00001030,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_03.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,7.0,7.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_04,sd300b_plain_roll_00001030_04,00001030,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_04.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,9.0,9.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_05,sd300b_plain_roll_00001030_05,00001030,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_05.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,0.0,0.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_06,sd300b_plain_roll_00001030_06,00001030,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_06.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3.0,3.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_07,sd300b_plain_roll_00001030_07,00001030,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_07.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,7.0,7.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_08,sd300b_plain_roll_00001030_08,00001030,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_08.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,0.0,0.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_09,sd300b_plain_roll_00001030_09,00001030,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_09.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3.0,3.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001030_10,sd300b_plain_roll_00001030_10,00001030,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_10.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,4.0,4.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_01,sd300b_plain_roll_00001031_01,00001031,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_01.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,75.0,75.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_02,sd300b_plain_roll_00001031_02,00001031,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_02.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,31.0,31.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_03,sd300b_plain_roll_00001031_03,00001031,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_03.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,16.0,16.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_04,sd300b_plain_roll_00001031_04,00001031,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_04.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,16.0,16.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_05,sd300b_plain_roll_00001031_05,00001031,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_05.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,9.0,9.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_06,sd300b_plain_roll_00001031_06,00001031,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_06.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,37.0,37.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_07,sd300b_plain_roll_00001031_07,00001031,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_07.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,42.0,42.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_08,sd300b_plain_roll_00001031_08,00001031,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_08.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,7.0,7.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_09,sd300b_plain_roll_00001031_09,00001031,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_09.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,7.0,7.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001031_10,sd300b_plain_roll_00001031_10,00001031,10,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_10.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,11.0,11.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001032_01,sd300b_plain_roll_00001032_01,00001032,1,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_01.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,2.0,2.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001032_02,sd300b_plain_roll_00001032_02,00001032,2,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_02.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,4.0,4.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001032_03,sd300b_plain_roll_00001032_03,00001032,3,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_03.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,2.0,2.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001032_04,sd300b_plain_roll_00001032_04,00001032,4,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_04.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_04.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,7.0,7.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001032_05,sd300b_plain_roll_00001032_05,00001032,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_05.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,10.0,10.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001032_06,sd300b_plain_roll_00001032_06,00001032,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_06.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,3.0,3.0,rejected,rejected,true,true,true,true,true,true,true,true,true,true,true,false
sd300b,plain_roll_genuine,all_self_or_genuine_pairs,sd300b_plain_roll_00001032_07,sd300b_plain_roll_00001032_07,00001032,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_07.png,primary_pairwise_bundle,C:\fingerprint-recognition-research\results\sd300b\plain_roll\sift_geometric\pairwise-benchmark-v2\51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a\pairs.csv,,all non-timing preparation and comparison diagnostic fields,51cd949cbfd84eebfe7cc5057f3621d6ec20be855905db743f42e8945adc541a,a663786cf6503cb522ab0194c1ab6bc65698d366408c53d49defce09e4960bbb,7.0,7.0,accepted,accepted,true,true,true,true,true,true,true,true,true,true,true,false
