dataset,subject_id,canonical_finger_position,sourceafis_included,sift_included,membership
sd300c,00001131,7,true,true,both
sd300c,00001131,8,true,true,both
sd300c,00001131,9,true,true,both
sd300c,00001131,10,true,true,both
sd300c,00001132,1,false,true,sift_only
sd300c,00001132,2,true,true,both
sd300c,00001132,3,false,true,sift_only
sd300c,00001132,4,false,true,sift_only
sd300c,00001132,5,false,true,sift_only
sd300c,00001132,6,false,true,sift_only
sd300c,00001132,7,false,true,sift_only
sd300c,00001132,8,false,true,sift_only
sd300c,00001132,9,false,true,sift_only
sd300c,00001132,10,true,true,both
sd300c,00001133,1,true,true,both
sd300c,00001133,2,true,true,both
sd300c,00001133,3,true,true,both
sd300c,00001133,4,true,true,both
sd300c,00001133,5,true,true,both
sd300c,00001133,6,true,true,both
sd300c,00001133,7,true,true,both
sd300c,00001133,8,true,true,both
sd300c,00001133,9,true,true,both
sd300c,00001133,10,true,true,both
sd300c,00001134,1,true,true,both
sd300c,00001134,2,false,true,sift_only
sd300c,00001134,3,true,true,both
sd300c,00001134,4,false,true,sift_only
sd300c,00001134,5,false,true,sift_only
sd300c,00001134,6,true,true,both
sd300c,00001134,7,true,true,both
sd300c,00001134,8,true,true,both
sd300c,00001134,9,true,true,both
sd300c,00001134,10,true,true,both
sd300c,00001135,1,true,true,both
sd300c,00001135,2,true,true,both
sd300c,00001135,3,true,true,both
sd300c,00001135,4,true,true,both
sd300c,00001135,5,true,true,both
sd300c,00001135,6,true,true,both
sd300c,00001135,7,true,true,both
sd300c,00001135,8,true,true,both
sd300c,00001135,9,true,true,both
sd300c,00001135,10,true,true,both
sd300c,00001136,1,true,true,both
sd300c,00001136,2,true,true,both
sd300c,00001136,3,true,true,both
sd300c,00001136,4,true,true,both
sd300c,00001136,5,true,true,both
sd300c,00001136,6,true,true,both
sd300c,00001136,7,true,true,both
sd300c,00001136,8,true,true,both
sd300c,00001136,9,true,true,both
sd300c,00001136,10,true,true,both
sd300c,00001137,1,true,true,both
sd300c,00001137,2,true,true,both
sd300c,00001137,3,false,true,sift_only
sd300c,00001137,4,true,true,both
sd300c,00001137,5,true,true,both
sd300c,00001137,6,true,true,both
sd300c,00001137,7,true,true,both
sd300c,00001137,8,true,true,both
sd300c,00001137,9,true,true,both
sd300c,00001137,10,false,true,sift_only
sd300c,00001138,1,true,true,both
sd300c,00001138,2,true,true,both
sd300c,00001138,3,true,true,both
sd300c,00001138,4,true,true,both
sd300c,00001138,5,true,true,both
sd300c,00001138,6,true,true,both
sd300c,00001138,7,true,true,both
sd300c,00001138,8,true,true,both
sd300c,00001138,9,true,true,both
sd300c,00001138,10,true,true,both
sd300c,00001139,1,true,true,both
sd300c,00001139,2,true,true,both
sd300c,00001139,3,true,true,both
sd300c,00001139,4,true,true,both
sd300c,00001139,5,true,true,both
sd300c,00001139,6,true,true,both
sd300c,00001139,7,true,true,both
sd300c,00001139,8,true,true,both
sd300c,00001139,9,true,true,both
sd300c,00001139,10,true,true,both
sd300c,00001140,1,true,true,both
sd300c,00001140,2,true,true,both
sd300c,00001140,3,true,true,both
sd300c,00001140,4,true,true,both
sd300c,00001140,5,true,true,both
sd300c,00001140,6,true,true,both
sd300c,00001140,7,true,true,both
sd300c,00001140,8,true,true,both
sd300c,00001140,9,true,true,both
sd300c,00001140,10,true,true,both
sd300c,00001141,1,true,true,both
sd300c,00001141,2,true,true,both
sd300c,00001141,3,true,true,both
sd300c,00001141,4,false,true,sift_only
sd300c,00001141,5,true,true,both
sd300c,00001141,6,false,true,sift_only
sd300c,00001141,7,true,true,both
sd300c,00001141,8,true,true,both
sd300c,00001141,9,true,true,both
sd300c,00001141,10,false,true,sift_only
sd300c,00001142,1,true,true,both
sd300c,00001142,3,true,true,both
sd300c,00001142,4,true,true,both
sd300c,00001142,5,true,true,both
sd300c,00001142,6,true,true,both
sd300c,00001142,7,true,true,both
sd300c,00001142,8,true,true,both
sd300c,00001142,9,true,true,both
sd300c,00001142,10,true,true,both
sd300c,00001143,1,true,true,both
sd300c,00001143,2,true,true,both
sd300c,00001143,3,true,true,both
sd300c,00001143,4,true,true,both
sd300c,00001143,5,true,true,both
sd300c,00001143,6,true,true,both
sd300c,00001143,7,true,true,both
sd300c,00001143,8,true,true,both
sd300c,00001143,9,true,true,both
sd300c,00001143,10,true,true,both
sd300c,00001144,1,true,true,both
sd300c,00001144,2,true,true,both
sd300c,00001144,3,true,true,both
sd300c,00001144,4,true,true,both
sd300c,00001144,5,true,true,both
sd300c,00001144,6,true,true,both
sd300c,00001144,7,true,true,both
sd300c,00001144,8,true,true,both
sd300c,00001144,9,true,true,both
sd300c,00001144,10,true,true,both
sd300c,00001145,1,true,true,both
sd300c,00001145,2,true,true,both
sd300c,00001145,3,true,true,both
sd300c,00001145,4,true,true,both
sd300c,00001145,5,true,true,both
sd300c,00001145,6,true,true,both
sd300c,00001145,7,true,true,both
sd300c,00001145,8,true,true,both
sd300c,00001145,9,true,true,both
sd300c,00001145,10,true,true,both
sd300c,00001146,1,true,true,both
sd300c,00001146,2,true,true,both
sd300c,00001146,3,true,true,both
sd300c,00001146,4,true,true,both
sd300c,00001146,5,true,true,both
sd300c,00001146,6,true,true,both
sd300c,00001146,7,true,true,both
sd300c,00001146,8,true,true,both
sd300c,00001146,9,true,true,both
sd300c,00001146,10,true,true,both
sd300c,00001147,1,true,true,both
sd300c,00001147,2,true,true,both
sd300c,00001147,3,true,true,both
sd300c,00001147,4,true,true,both
sd300c,00001147,5,true,true,both
sd300c,00001147,6,true,true,both
sd300c,00001147,7,true,true,both
sd300c,00001147,8,true,true,both
sd300c,00001147,9,true,true,both
sd300c,00001147,10,true,true,both
sd300c,00001148,1,true,true,both
sd300c,00001148,2,true,true,both
sd300c,00001148,3,true,true,both
sd300c,00001148,4,true,true,both
sd300c,00001148,5,true,true,both
sd300c,00001148,6,true,true,both
sd300c,00001148,7,true,true,both
sd300c,00001148,8,true,true,both
sd300c,00001148,9,true,true,both
sd300c,00001148,10,true,true,both
sd300c,00001149,1,true,true,both
sd300c,00001149,2,true,true,both
sd300c,00001149,3,true,true,both
sd300c,00001149,4,true,true,both
sd300c,00001149,5,true,true,both
sd300c,00001149,6,true,true,both
sd300c,00001149,7,true,true,both
sd300c,00001149,8,true,true,both
sd300c,00001149,9,true,true,both
sd300c,00001149,10,true,true,both
sd300c,00001150,1,true,true,both
sd300c,00001150,2,true,true,both
sd300c,00001150,3,true,true,both
sd300c,00001150,4,true,true,both
sd300c,00001150,5,true,true,both
sd300c,00001150,6,true,true,both
sd300c,00001150,7,true,true,both
sd300c,00001150,8,true,true,both
sd300c,00001150,9,true,true,both
sd300c,00001150,10,true,true,both
sd300c,00001151,1,true,true,both
sd300c,00001151,2,true,true,both
sd300c,00001151,3,true,true,both
sd300c,00001151,4,true,true,both
sd300c,00001151,5,true,true,both
sd300c,00001151,6,true,true,both
sd300c,00001151,7,true,true,both
sd300c,00001151,8,true,true,both
sd300c,00001151,9,true,true,both
sd300c,00001151,10,true,true,both
sd300c,00001152,1,true,true,both
sd300c,00001152,2,true,true,both
sd300c,00001152,3,true,true,both
sd300c,00001152,4,true,true,both
sd300c,00001152,5,true,true,both
sd300c,00001152,6,true,true,both
sd300c,00001152,7,true,true,both
sd300c,00001152,8,true,true,both
sd300c,00001152,9,true,true,both
sd300c,00001152,10,true,true,both
sd300c,00001153,1,true,true,both
sd300c,00001153,2,true,true,both
sd300c,00001153,3,true,true,both
sd300c,00001153,4,true,true,both
sd300c,00001153,5,true,true,both
sd300c,00001153,6,true,true,both
sd300c,00001153,7,true,true,both
sd300c,00001153,8,true,true,both
sd300c,00001153,9,true,true,both
sd300c,00001153,10,true,true,both
sd300c,00001154,1,true,true,both
sd300c,00001154,2,true,true,both
sd300c,00001154,3,true,true,both
sd300c,00001154,4,true,true,both
sd300c,00001154,5,true,true,both
sd300c,00001154,6,true,true,both
sd300c,00001154,7,true,true,both
sd300c,00001154,8,true,true,both
sd300c,00001154,9,true,true,both
sd300c,00001154,10,true,true,both
sd300c,00001155,1,true,true,both
sd300c,00001155,2,true,true,both
sd300c,00001155,3,true,true,both
sd300c,00001155,4,true,true,both
sd300c,00001155,5,true,true,both
sd300c,00001155,6,true,true,both
sd300c,00001155,7,true,true,both
sd300c,00001155,8,true,true,both
sd300c,00001155,9,true,true,both
sd300c,00001155,10,true,true,both
sd300c,00001156,1,true,true,both
sd300c,00001156,2,true,true,both
sd300c,00001156,3,true,true,both
sd300c,00001156,4,true,true,both
sd300c,00001156,5,true,true,both
sd300c,00001156,6,true,true,both
sd300c,00001156,7,true,true,both
sd300c,00001156,8,true,true,both
sd300c,00001156,9,true,true,both
sd300c,00001156,10,true,true,both
sd300c,00001157,1,true,true,both
sd300c,00001157,2,true,true,both
sd300c,00001157,3,true,true,both
sd300c,00001157,4,true,true,both
sd300c,00001157,5,true,true,both
sd300c,00001157,6,true,true,both
sd300c,00001157,7,true,true,both
sd300c,00001157,8,true,true,both
sd300c,00001157,9,true,true,both
sd300c,00001157,10,true,true,both
sd300c,00001158,1,true,true,both
sd300c,00001158,2,true,true,both
sd300c,00001158,3,true,true,both
sd300c,00001158,4,true,true,both
sd300c,00001158,5,true,true,both
sd300c,00001158,6,true,true,both
sd300c,00001158,7,true,true,both
sd300c,00001158,8,true,true,both
sd300c,00001158,9,true,true,both
sd300c,00001158,10,true,true,both
sd300c,00001159,1,true,true,both
sd300c,00001159,2,true,true,both
sd300c,00001159,3,true,true,both
sd300c,00001159,4,true,true,both
sd300c,00001159,5,true,true,both
sd300c,00001159,6,true,true,both
sd300c,00001159,7,true,true,both
sd300c,00001159,8,true,true,both
sd300c,00001159,9,true,true,both
sd300c,00001159,10,true,true,both
sd300c,00001160,2,true,true,both
sd300c,00001160,3,true,true,both
sd300c,00001160,4,true,true,both
sd300c,00001160,5,true,true,both
sd300c,00001160,7,true,true,both
sd300c,00001160,8,true,true,both
sd300c,00001160,9,true,true,both
sd300c,00001160,10,true,true,both
sd300c,00001161,1,true,true,both
sd300c,00001161,2,true,true,both
sd300c,00001161,3,true,true,both
sd300c,00001161,4,true,true,both
sd300c,00001161,5,true,true,both
sd300c,00001161,6,true,true,both
sd300c,00001161,7,true,true,both
sd300c,00001161,8,true,true,both
sd300c,00001161,9,true,true,both
sd300c,00001161,10,true,true,both
sd300c,00001162,1,true,true,both
sd300c,00001162,2,true,true,both
sd300c,00001162,3,true,true,both
sd300c,00001162,4,true,true,both
sd300c,00001162,5,true,true,both
sd300c,00001162,6,true,true,both
sd300c,00001162,7,true,true,both
sd300c,00001162,8,true,true,both
sd300c,00001162,9,true,true,both
sd300c,00001162,10,true,true,both
sd300c,00001163,1,true,true,both
sd300c,00001163,2,true,true,both
sd300c,00001163,3,true,true,both
sd300c,00001163,4,true,true,both
sd300c,00001163,5,true,true,both
sd300c,00001163,6,true,true,both
sd300c,00001163,7,true,true,both
sd300c,00001163,8,true,true,both
sd300c,00001163,9,true,true,both
sd300c,00001163,10,true,true,both
sd300c,00001164,1,true,true,both
sd300c,00001164,2,true,true,both
sd300c,00001164,3,true,true,both
sd300c,00001164,4,true,true,both
sd300c,00001164,5,true,true,both
sd300c,00001164,6,true,true,both
sd300c,00001164,7,true,true,both
sd300c,00001164,8,true,true,both
sd300c,00001164,9,true,true,both
sd300c,00001164,10,true,true,both
sd300c,00001165,2,true,true,both
sd300c,00001165,3,true,true,both
sd300c,00001165,4,true,true,both
sd300c,00001165,5,true,true,both
sd300c,00001165,7,true,true,both
sd300c,00001165,8,true,true,both
sd300c,00001165,9,true,true,both
sd300c,00001165,10,true,true,both
sd300c,00001166,1,true,true,both
sd300c,00001166,2,true,true,both
sd300c,00001166,3,true,true,both
sd300c,00001166,4,true,true,both
sd300c,00001166,5,true,true,both
sd300c,00001166,6,true,true,both
sd300c,00001166,7,true,true,both
sd300c,00001166,8,true,true,both
sd300c,00001166,9,true,true,both
sd300c,00001166,10,true,true,both
sd300c,00001167,1,true,true,both
sd300c,00001167,2,true,true,both
sd300c,00001167,3,true,true,both
sd300c,00001167,4,true,true,both
sd300c,00001167,5,true,true,both
sd300c,00001167,6,true,true,both
sd300c,00001167,7,true,true,both
sd300c,00001167,8,true,true,both
sd300c,00001167,9,true,true,both
sd300c,00001167,10,false,true,sift_only
sd300c,00001168,1,true,true,both
sd300c,00001168,2,true,true,both
sd300c,00001168,3,true,true,both
sd300c,00001168,4,true,true,both
sd300c,00001168,5,true,true,both
sd300c,00001168,6,true,true,both
sd300c,00001168,7,true,true,both
sd300c,00001168,8,true,true,both
sd300c,00001168,9,true,true,both
sd300c,00001168,10,true,true,both
sd300c,00001169,1,true,true,both
sd300c,00001169,2,true,true,both
sd300c,00001169,3,true,true,both
sd300c,00001169,4,true,true,both
sd300c,00001169,5,true,true,both
sd300c,00001169,6,true,true,both
sd300c,00001169,7,true,true,both
sd300c,00001169,8,true,true,both
sd300c,00001169,9,true,true,both
sd300c,00001169,10,true,true,both
sd300c,00001170,1,true,true,both
sd300c,00001170,2,true,true,both
sd300c,00001170,3,true,true,both
sd300c,00001170,4,true,true,both
sd300c,00001170,5,true,true,both
sd300c,00001170,6,true,true,both
sd300c,00001170,7,true,true,both
sd300c,00001170,8,true,true,both
sd300c,00001170,9,true,true,both
sd300c,00001170,10,true,true,both
sd300c,00001171,1,true,true,both
sd300c,00001171,2,true,true,both
sd300c,00001171,3,true,true,both
sd300c,00001171,4,true,true,both
sd300c,00001171,5,true,true,both
sd300c,00001171,6,true,true,both
sd300c,00001171,7,true,true,both
sd300c,00001171,8,true,true,both
sd300c,00001171,9,true,true,both
sd300c,00001171,10,true,true,both
sd300c,00001172,1,true,true,both
sd300c,00001172,2,true,true,both
sd300c,00001172,3,true,true,both
sd300c,00001172,4,true,true,both
sd300c,00001172,5,true,true,both
sd300c,00001172,6,true,true,both
sd300c,00001172,7,true,true,both
sd300c,00001172,8,true,true,both
sd300c,00001172,9,true,true,both
sd300c,00001172,10,true,true,both
sd300c,00001173,1,true,true,both
sd300c,00001173,2,true,true,both
sd300c,00001173,3,true,true,both
sd300c,00001173,4,true,true,both
sd300c,00001173,5,true,true,both
sd300c,00001173,6,true,true,both
sd300c,00001173,7,true,true,both
sd300c,00001173,8,true,true,both
sd300c,00001173,9,true,true,both
sd300c,00001173,10,true,true,both
sd300c,00001174,1,true,true,both
sd300c,00001174,2,true,true,both
sd300c,00001174,3,true,true,both
sd300c,00001174,4,true,true,both
sd300c,00001174,5,true,true,both
sd300c,00001174,6,true,true,both
sd300c,00001174,7,true,true,both
sd300c,00001174,8,true,true,both
sd300c,00001174,9,true,true,both
sd300c,00001174,10,true,true,both
sd300c,00001175,1,true,true,both
sd300c,00001175,2,true,true,both
sd300c,00001175,3,true,true,both
sd300c,00001175,4,true,true,both
sd300c,00001175,5,true,true,both
sd300c,00001175,6,true,true,both
sd300c,00001175,7,true,true,both
sd300c,00001175,8,true,true,both
sd300c,00001175,9,true,true,both
sd300c,00001175,10,true,true,both
sd300c,00001176,1,true,true,both
sd300c,00001176,2,true,true,both
sd300c,00001176,3,true,true,both
sd300c,00001176,4,true,true,both
sd300c,00001176,5,true,true,both
sd300c,00001176,6,true,true,both
sd300c,00001176,7,true,true,both
sd300c,00001176,8,true,true,both
sd300c,00001176,9,true,true,both
sd300c,00001176,10,true,true,both
sd300c,00001177,1,true,true,both
sd300c,00001177,2,true,true,both
sd300c,00001177,3,true,true,both
sd300c,00001177,4,true,true,both
sd300c,00001177,5,true,true,both
sd300c,00001177,6,true,true,both
sd300c,00001177,7,true,true,both
sd300c,00001177,8,true,true,both
sd300c,00001177,9,true,true,both
sd300c,00001177,10,true,true,both
sd300c,00001178,1,true,true,both
sd300c,00001178,2,true,true,both
sd300c,00001178,3,true,true,both
sd300c,00001178,4,true,true,both
sd300c,00001178,5,true,true,both
sd300c,00001178,6,true,true,both
sd300c,00001178,7,true,true,both
sd300c,00001178,8,true,true,both
sd300c,00001178,9,true,true,both
sd300c,00001178,10,true,true,both
sd300c,00001179,1,true,true,both
sd300c,00001179,2,true,true,both
sd300c,00001179,3,true,true,both
sd300c,00001179,4,true,true,both
sd300c,00001179,5,true,true,both
sd300c,00001179,6,true,true,both
sd300c,00001179,7,true,true,both
sd300c,00001179,8,true,true,both
sd300c,00001179,9,true,true,both
sd300c,00001179,10,false,true,sift_only
sd300c,00001180,1,true,true,both
sd300c,00001180,2,true,true,both
sd300c,00001180,3,true,true,both
sd300c,00001180,4,true,true,both
sd300c,00001180,5,true,true,both
sd300c,00001180,6,true,true,both
sd300c,00001180,7,true,true,both
sd300c,00001180,8,true,true,both
sd300c,00001180,9,true,true,both
sd300c,00001180,10,true,true,both
sd300c,00001181,1,true,true,both
sd300c,00001181,2,true,true,both
sd300c,00001181,3,true,true,both
sd300c,00001181,4,true,true,both
sd300c,00001181,5,true,true,both
sd300c,00001181,6,true,true,both
sd300c,00001181,7,true,true,both
sd300c,00001181,8,true,true,both
sd300c,00001181,9,true,true,both
sd300c,00001181,10,true,true,both
sd300c,00001182,1,true,true,both
sd300c,00001182,2,true,true,both
sd300c,00001182,3,true,true,both
sd300c,00001182,4,true,true,both
sd300c,00001182,5,true,true,both
sd300c,00001182,6,true,true,both
sd300c,00001182,7,true,true,both
sd300c,00001182,8,true,true,both
sd300c,00001182,9,true,true,both
sd300c,00001182,10,true,true,both
sd300c,00001183,1,true,true,both
sd300c,00001183,2,true,true,both
sd300c,00001183,3,true,true,both
sd300c,00001183,4,true,true,both
sd300c,00001183,5,true,true,both
sd300c,00001183,6,true,true,both
sd300c,00001183,7,true,true,both
sd300c,00001183,8,true,true,both
sd300c,00001183,9,false,true,sift_only
sd300c,00001183,10,false,true,sift_only
sd300c,00001184,1,true,true,both
sd300c,00001184,2,true,true,both
sd300c,00001184,3,true,true,both
sd300c,00001184,4,true,true,both
sd300c,00001184,5,true,true,both
sd300c,00001184,6,true,true,both
sd300c,00001184,7,true,true,both
sd300c,00001184,8,true,true,both
sd300c,00001184,9,true,true,both
sd300c,00001184,10,true,true,both
sd300c,00001185,1,true,true,both
sd300c,00001185,2,true,true,both
sd300c,00001185,3,true,true,both
sd300c,00001185,4,true,true,both
sd300c,00001185,5,true,true,both
sd300c,00001185,6,true,true,both
sd300c,00001185,7,true,true,both
sd300c,00001185,8,true,true,both
sd300c,00001185,9,true,true,both
sd300c,00001185,10,true,true,both
sd300c,00001186,1,true,true,both
sd300c,00001186,2,true,true,both
sd300c,00001186,3,true,true,both
sd300c,00001186,4,true,true,both
sd300c,00001186,5,true,true,both
sd300c,00001186,6,true,true,both
sd300c,00001186,7,true,true,both
sd300c,00001186,8,true,true,both
sd300c,00001186,9,true,true,both
sd300c,00001186,10,true,true,both
sd300c,00001187,1,true,true,both
sd300c,00001187,2,true,true,both
sd300c,00001187,3,true,true,both
sd300c,00001187,4,true,true,both
sd300c,00001187,5,true,true,both
sd300c,00001187,6,true,true,both
sd300c,00001187,7,true,true,both
sd300c,00001187,8,true,true,both
sd300c,00001187,9,true,true,both
sd300c,00001187,10,true,true,both
sd300c,00001188,1,true,true,both
sd300c,00001188,2,true,true,both
sd300c,00001188,3,true,true,both
sd300c,00001188,4,true,true,both
sd300c,00001188,5,true,true,both
sd300c,00001188,6,true,true,both
sd300c,00001188,7,true,true,both
sd300c,00001188,8,true,true,both
sd300c,00001188,9,true,true,both
sd300c,00001188,10,true,true,both
sd300c,00001189,1,true,true,both
sd300c,00001189,2,true,true,both
sd300c,00001189,3,true,true,both
sd300c,00001189,4,true,true,both
sd300c,00001189,5,true,true,both
sd300c,00001189,6,true,true,both
sd300c,00001189,7,true,true,both
sd300c,00001189,8,true,true,both
sd300c,00001189,9,true,true,both
sd300c,00001189,10,true,true,both
sd300c,00001190,1,true,true,both
sd300c,00001190,2,true,true,both
sd300c,00001190,3,true,true,both
sd300c,00001190,4,true,true,both
sd300c,00001190,5,true,true,both
sd300c,00001190,6,true,true,both
sd300c,00001190,7,true,true,both
sd300c,00001190,8,true,true,both
sd300c,00001190,9,true,true,both
sd300c,00001190,10,true,true,both
sd300c,00001191,1,true,true,both
sd300c,00001191,2,true,true,both
sd300c,00001191,3,true,true,both
sd300c,00001191,4,true,true,both
sd300c,00001191,5,true,true,both
sd300c,00001191,6,true,true,both
sd300c,00001191,7,true,true,both
sd300c,00001191,8,true,true,both
sd300c,00001191,9,true,true,both
sd300c,00001191,10,true,true,both
sd300c,00001192,1,true,true,both
sd300c,00001192,2,true,true,both
sd300c,00001192,3,true,true,both
sd300c,00001192,4,true,true,both
sd300c,00001192,5,true,true,both
sd300c,00001192,6,true,true,both
sd300c,00001192,7,true,true,both
sd300c,00001192,8,true,true,both
sd300c,00001192,9,true,true,both
sd300c,00001192,10,true,true,both
sd300c,00001193,1,true,true,both
sd300c,00001193,2,true,true,both
sd300c,00001193,3,true,true,both
sd300c,00001193,4,true,true,both
sd300c,00001193,5,true,true,both
sd300c,00001193,6,true,true,both
sd300c,00001193,7,true,true,both
sd300c,00001193,8,true,true,both
sd300c,00001193,9,true,true,both
sd300c,00001193,10,true,true,both
sd300c,00001194,1,true,true,both
sd300c,00001194,2,true,true,both
sd300c,00001194,3,true,true,both
sd300c,00001194,4,true,true,both
sd300c,00001194,5,true,true,both
sd300c,00001194,6,true,true,both
sd300c,00001194,7,true,true,both
sd300c,00001194,8,true,true,both
sd300c,00001194,9,true,true,both
sd300c,00001194,10,true,true,both
sd300c,00001195,1,true,true,both
sd300c,00001195,2,true,true,both
sd300c,00001195,3,true,true,both
sd300c,00001195,4,true,true,both
sd300c,00001195,5,true,true,both
sd300c,00001195,6,true,true,both
sd300c,00001195,7,true,true,both
sd300c,00001195,8,true,true,both
sd300c,00001195,9,true,true,both
sd300c,00001195,10,true,true,both
sd300c,00001196,1,true,true,both
sd300c,00001196,2,true,true,both
sd300c,00001196,3,true,true,both
sd300c,00001196,4,true,true,both
sd300c,00001196,5,true,true,both
sd300c,00001196,6,true,true,both
sd300c,00001196,7,true,true,both
sd300c,00001196,8,true,true,both
sd300c,00001196,9,true,true,both
sd300c,00001196,10,true,true,both
sd300c,00001197,1,true,true,both
sd300c,00001197,2,true,true,both
sd300c,00001197,3,true,true,both
sd300c,00001197,4,true,true,both
sd300c,00001197,5,true,true,both
sd300c,00001197,6,true,true,both
sd300c,00001197,7,true,true,both
sd300c,00001197,8,true,true,both
sd300c,00001197,9,true,true,both
sd300c,00001197,10,true,true,both
sd300c,00001198,1,true,true,both
sd300c,00001198,2,true,true,both
sd300c,00001198,3,true,true,both
sd300c,00001198,4,true,true,both
sd300c,00001198,5,true,true,both
sd300c,00001198,6,true,true,both
sd300c,00001198,7,true,true,both
sd300c,00001198,8,true,true,both
sd300c,00001198,9,true,true,both
sd300c,00001198,10,true,true,both
sd300c,00001199,1,true,true,both
sd300c,00001199,2,true,true,both
sd300c,00001199,3,true,true,both
sd300c,00001199,4,true,true,both
sd300c,00001199,5,true,true,both
sd300c,00001199,6,true,true,both
sd300c,00001199,7,true,true,both
sd300c,00001199,8,true,true,both
sd300c,00001199,9,true,true,both
sd300c,00001199,10,true,true,both
sd300c,00001200,1,true,true,both
sd300c,00001200,2,true,true,both
sd300c,00001200,3,true,true,both
sd300c,00001200,4,true,true,both
sd300c,00001200,6,true,true,both
sd300c,00001200,7,true,true,both
sd300c,00001200,8,true,true,both
sd300c,00001200,9,true,true,both
sd300c,00001200,10,true,true,both
sd300c,00001201,1,true,true,both
sd300c,00001201,2,true,true,both
sd300c,00001201,3,true,true,both
sd300c,00001201,4,true,true,both
sd300c,00001201,5,true,true,both
sd300c,00001201,6,true,true,both
sd300c,00001201,7,true,true,both
sd300c,00001201,8,true,true,both
sd300c,00001201,9,true,true,both
sd300c,00001201,10,true,true,both
sd300c,00001202,1,true,true,both
sd300c,00001202,2,true,true,both
sd300c,00001202,3,true,true,both
sd300c,00001202,4,true,true,both
sd300c,00001202,5,true,true,both
sd300c,00001202,6,true,true,both
sd300c,00001202,7,true,true,both
sd300c,00001202,8,true,true,both
sd300c,00001202,9,true,true,both
sd300c,00001202,10,true,true,both
sd300c,00001203,1,true,true,both
sd300c,00001203,2,true,true,both
sd300c,00001203,3,true,true,both
sd300c,00001203,4,true,true,both
sd300c,00001203,5,true,true,both
sd300c,00001203,6,true,true,both
sd300c,00001203,7,true,true,both
sd300c,00001203,8,true,true,both
sd300c,00001203,9,true,true,both
sd300c,00001203,10,true,true,both
sd300c,00001204,1,true,true,both
sd300c,00001204,2,false,true,sift_only
sd300c,00001204,3,true,true,both
sd300c,00001204,4,true,true,both
sd300c,00001204,5,true,true,both
sd300c,00001204,6,true,true,both
sd300c,00001204,7,false,true,sift_only
sd300c,00001204,8,true,true,both
sd300c,00001204,9,false,true,sift_only
sd300c,00001204,10,false,true,sift_only
sd300c,00001205,1,true,true,both
sd300c,00001205,2,true,true,both
sd300c,00001205,3,true,true,both
sd300c,00001205,4,true,true,both
sd300c,00001205,5,true,true,both
sd300c,00001205,6,true,true,both
sd300c,00001205,7,true,true,both
sd300c,00001205,8,true,true,both
sd300c,00001205,9,true,true,both
sd300c,00001205,10,true,true,both
sd300c,00001206,1,true,true,both
sd300c,00001206,2,true,true,both
sd300c,00001206,3,true,true,both
sd300c,00001206,4,true,true,both
sd300c,00001206,5,true,true,both
sd300c,00001206,6,true,true,both
sd300c,00001206,7,true,true,both
sd300c,00001206,8,true,true,both
sd300c,00001206,9,true,true,both
sd300c,00001206,10,true,true,both
sd300c,00001207,1,true,true,both
sd300c,00001207,2,true,true,both
sd300c,00001207,3,true,true,both
sd300c,00001207,4,true,true,both
sd300c,00001207,5,true,true,both
sd300c,00001207,6,true,true,both
sd300c,00001207,7,true,true,both
sd300c,00001207,8,true,true,both
sd300c,00001207,9,true,true,both
sd300c,00001207,10,true,true,both
sd300c,00001208,1,true,true,both
sd300c,00001208,2,true,true,both
sd300c,00001208,3,true,true,both
sd300c,00001208,4,true,true,both
sd300c,00001208,5,true,true,both
sd300c,00001208,6,true,true,both
sd300c,00001208,7,true,true,both
sd300c,00001208,8,true,true,both
sd300c,00001208,9,true,true,both
sd300c,00001208,10,true,true,both
sd300c,00001209,1,true,true,both
sd300c,00001209,2,true,true,both
sd300c,00001209,3,true,true,both
sd300c,00001209,4,true,true,both
sd300c,00001209,5,true,true,both
sd300c,00001209,6,true,true,both
sd300c,00001209,7,true,true,both
sd300c,00001209,8,true,true,both
sd300c,00001209,9,true,true,both
sd300c,00001209,10,true,true,both
sd300c,00001210,1,true,true,both
sd300c,00001210,2,true,true,both
sd300c,00001210,3,true,true,both
sd300c,00001210,4,true,true,both
sd300c,00001210,5,true,true,both
sd300c,00001210,6,true,true,both
sd300c,00001210,7,true,true,both
sd300c,00001210,8,true,true,both
sd300c,00001210,9,true,true,both
sd300c,00001210,10,true,true,both
sd300c,00001211,1,true,true,both
sd300c,00001211,2,true,true,both
sd300c,00001211,3,true,true,both
sd300c,00001211,4,true,true,both
sd300c,00001211,5,true,true,both
sd300c,00001211,6,true,true,both
sd300c,00001211,7,true,true,both
sd300c,00001211,8,true,true,both
sd300c,00001211,9,true,true,both
sd300c,00001211,10,true,true,both
sd300c,00001212,1,true,true,both
sd300c,00001212,2,true,true,both
sd300c,00001212,3,true,true,both
sd300c,00001212,4,true,true,both
sd300c,00001212,5,true,true,both
sd300c,00001212,6,true,true,both
sd300c,00001212,7,true,true,both
sd300c,00001212,8,true,true,both
sd300c,00001212,9,true,true,both
sd300c,00001212,10,true,true,both
sd300c,00001213,1,true,true,both
sd300c,00001213,2,true,true,both
sd300c,00001213,3,true,true,both
sd300c,00001213,4,true,true,both
sd300c,00001213,5,true,true,both
sd300c,00001213,6,true,true,both
sd300c,00001213,7,true,true,both
sd300c,00001213,8,true,true,both
sd300c,00001213,9,true,true,both
