condition,dataset,role,pilot_pair_id,reference_pair_id,reference_kind,pilot_raw_score,reference_raw_score,raw_score_abs_delta,raw_score_equal,status_equal,error_code_equal,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,exact_reproducibility
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_01,sd300c_roll_self_00001032_01,canonical_primary_v2,1142.392574837074,1142.392574837074,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_02,sd300c_roll_self_00001032_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_03,sd300c_roll_self_00001032_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_04,sd300c_roll_self_00001032_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_05,sd300c_roll_self_00001032_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_06,sd300c_roll_self_00001032_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_07,sd300c_roll_self_00001032_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_08,sd300c_roll_self_00001032_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_09,sd300c_roll_self_00001032_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001032_10,sd300c_roll_self_00001032_10,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_01,sd300c_roll_self_00001033_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_02,sd300c_roll_self_00001033_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_03,sd300c_roll_self_00001033_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_04,sd300c_roll_self_00001033_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_05,sd300c_roll_self_00001033_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_06,sd300c_roll_self_00001033_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_07,sd300c_roll_self_00001033_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_08,sd300c_roll_self_00001033_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_09,sd300c_roll_self_00001033_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001033_10,sd300c_roll_self_00001033_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_01,sd300c_roll_self_00001034_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_02,sd300c_roll_self_00001034_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_03,sd300c_roll_self_00001034_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_04,sd300c_roll_self_00001034_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_05,sd300c_roll_self_00001034_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_06,sd300c_roll_self_00001034_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_07,sd300c_roll_self_00001034_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_08,sd300c_roll_self_00001034_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_09,sd300c_roll_self_00001034_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001034_10,sd300c_roll_self_00001034_10,canonical_primary_v2,1047.5621183460594,1047.5621183460594,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_01,sd300c_roll_self_00001035_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_02,sd300c_roll_self_00001035_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_03,sd300c_roll_self_00001035_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_04,sd300c_roll_self_00001035_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_05,sd300c_roll_self_00001035_05,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_06,sd300c_roll_self_00001035_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_07,sd300c_roll_self_00001035_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_08,sd300c_roll_self_00001035_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_09,sd300c_roll_self_00001035_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001035_10,sd300c_roll_self_00001035_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_01,sd300c_roll_self_00001036_01,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_02,sd300c_roll_self_00001036_02,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_03,sd300c_roll_self_00001036_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_04,sd300c_roll_self_00001036_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_05,sd300c_roll_self_00001036_05,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_06,sd300c_roll_self_00001036_06,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_07,sd300c_roll_self_00001036_07,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_08,sd300c_roll_self_00001036_08,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_09,sd300c_roll_self_00001036_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001036_10,sd300c_roll_self_00001036_10,canonical_primary_v2,1130.921512168853,1130.921512168853,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_01,sd300c_roll_self_00001037_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_02,sd300c_roll_self_00001037_02,canonical_primary_v2,1142.392574837074,1142.392574837074,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_03,sd300c_roll_self_00001037_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_04,sd300c_roll_self_00001037_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_05,sd300c_roll_self_00001037_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_06,sd300c_roll_self_00001037_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_07,sd300c_roll_self_00001037_07,canonical_primary_v2,1142.392574837074,1142.392574837074,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_08,sd300c_roll_self_00001037_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_09,sd300c_roll_self_00001037_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001037_10,sd300c_roll_self_00001037_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_01,sd300c_roll_self_00001038_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_02,sd300c_roll_self_00001038_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_03,sd300c_roll_self_00001038_03,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_04,sd300c_roll_self_00001038_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_05,sd300c_roll_self_00001038_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_06,sd300c_roll_self_00001038_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_07,sd300c_roll_self_00001038_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_08,sd300c_roll_self_00001038_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_09,sd300c_roll_self_00001038_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001038_10,sd300c_roll_self_00001038_10,canonical_primary_v2,1130.5387680922524,1130.5387680922524,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_01,sd300c_roll_self_00001039_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_02,sd300c_roll_self_00001039_02,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_03,sd300c_roll_self_00001039_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_04,sd300c_roll_self_00001039_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_05,sd300c_roll_self_00001039_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_06,sd300c_roll_self_00001039_06,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_07,sd300c_roll_self_00001039_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_08,sd300c_roll_self_00001039_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_09,sd300c_roll_self_00001039_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001039_10,sd300c_roll_self_00001039_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001040_01,sd300c_roll_self_00001040_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001040_03,sd300c_roll_self_00001040_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001040_04,sd300c_roll_self_00001040_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001040_06,sd300c_roll_self_00001040_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001040_07,sd300c_roll_self_00001040_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001040_08,sd300c_roll_self_00001040_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001040_09,sd300c_roll_self_00001040_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_01,sd300c_roll_self_00001041_01,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_02,sd300c_roll_self_00001041_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_03,sd300c_roll_self_00001041_03,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_04,sd300c_roll_self_00001041_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_05,sd300c_roll_self_00001041_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_06,sd300c_roll_self_00001041_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_07,sd300c_roll_self_00001041_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_08,sd300c_roll_self_00001041_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_09,sd300c_roll_self_00001041_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001041_10,sd300c_roll_self_00001041_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_01,sd300c_roll_self_00001042_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_02,sd300c_roll_self_00001042_02,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_03,sd300c_roll_self_00001042_03,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_04,sd300c_roll_self_00001042_04,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_05,sd300c_roll_self_00001042_05,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_06,sd300c_roll_self_00001042_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_07,sd300c_roll_self_00001042_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_08,sd300c_roll_self_00001042_08,canonical_primary_v2,1142.392574837074,1142.392574837074,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_09,sd300c_roll_self_00001042_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001042_10,sd300c_roll_self_00001042_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_01,sd300c_roll_self_00001043_01,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_02,sd300c_roll_self_00001043_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_03,sd300c_roll_self_00001043_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_04,sd300c_roll_self_00001043_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_05,sd300c_roll_self_00001043_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_06,sd300c_roll_self_00001043_06,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_07,sd300c_roll_self_00001043_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_08,sd300c_roll_self_00001043_08,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_09,sd300c_roll_self_00001043_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001043_10,sd300c_roll_self_00001043_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001044_01,sd300c_roll_self_00001044_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001044_03,sd300c_roll_self_00001044_03,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001044_04,sd300c_roll_self_00001044_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001044_05,sd300c_roll_self_00001044_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001044_06,sd300c_roll_self_00001044_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001044_07,sd300c_roll_self_00001044_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001044_08,sd300c_roll_self_00001044_08,canonical_primary_v2,1154.2463823054504,1154.2463823054504,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001044_10,sd300c_roll_self_00001044_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_01,sd300c_roll_self_00001045_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_02,sd300c_roll_self_00001045_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_03,sd300c_roll_self_00001045_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_04,sd300c_roll_self_00001045_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_05,sd300c_roll_self_00001045_05,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_06,sd300c_roll_self_00001045_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_07,sd300c_roll_self_00001045_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_08,sd300c_roll_self_00001045_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001045_09,sd300c_roll_self_00001045_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_01,sd300c_roll_self_00001046_01,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_02,sd300c_roll_self_00001046_02,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_03,sd300c_roll_self_00001046_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_04,sd300c_roll_self_00001046_04,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_05,sd300c_roll_self_00001046_05,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_06,sd300c_roll_self_00001046_06,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_07,sd300c_roll_self_00001046_07,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_08,sd300c_roll_self_00001046_08,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_09,sd300c_roll_self_00001046_09,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001046_10,sd300c_roll_self_00001046_10,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001047_01,sd300c_roll_self_00001047_01,canonical_primary_v2,1166.1001890502716,1166.1001890502716,0.0,true,true,true,true,true,true,true
sd300c/roll_self,sd300c,self,sd300c_roll_self_00001047_03,sd300c_roll_self_00001047_03,canonical_primary_v2,1177.9539965186484,1177.9539965186484,0.0,true,true,true,true,true,true,true
