identity_key,subject_id,canonical_finger_position
00001442|02,00001442,2
00001442|03,00001442,3
00001442|04,00001442,4
00001442|05,00001442,5
00001442|06,00001442,6
00001442|07,00001442,7
00001442|08,00001442,8
00001442|09,00001442,9
00001442|10,00001442,10
00001443|01,00001443,1
00001443|02,00001443,2
00001443|03,00001443,3
00001443|04,00001443,4
00001443|05,00001443,5
00001443|06,00001443,6
00001443|07,00001443,7
00001443|08,00001443,8
00001443|09,00001443,9
00001443|10,00001443,10
00001444|01,00001444,1
00001444|02,00001444,2
00001444|03,00001444,3
00001444|04,00001444,4
00001444|05,00001444,5
00001444|06,00001444,6
00001444|07,00001444,7
00001444|08,00001444,8
00001444|09,00001444,9
00001444|10,00001444,10
00001445|01,00001445,1
00001445|02,00001445,2
00001445|03,00001445,3
00001445|04,00001445,4
00001445|05,00001445,5
00001445|06,00001445,6
00001445|07,00001445,7
00001445|08,00001445,8
00001445|09,00001445,9
00001445|10,00001445,10
00001446|01,00001446,1
00001446|02,00001446,2
00001446|03,00001446,3
00001446|04,00001446,4
00001446|05,00001446,5
00001446|06,00001446,6
00001446|07,00001446,7
00001446|08,00001446,8
00001446|09,00001446,9
00001446|10,00001446,10
00001447|01,00001447,1
00001447|02,00001447,2
00001447|03,00001447,3
00001447|04,00001447,4
00001447|05,00001447,5
00001447|06,00001447,6
00001447|07,00001447,7
00001447|08,00001447,8
00001447|09,00001447,9
00001447|10,00001447,10
00001448|01,00001448,1
00001448|02,00001448,2
00001448|03,00001448,3
00001448|04,00001448,4
00001448|05,00001448,5
00001448|06,00001448,6
00001448|07,00001448,7
00001448|08,00001448,8
00001448|09,00001448,9
00001448|10,00001448,10
00001449|01,00001449,1
00001449|02,00001449,2
00001449|03,00001449,3
00001449|04,00001449,4
00001449|05,00001449,5
00001449|06,00001449,6
00001449|07,00001449,7
00001449|08,00001449,8
00001449|09,00001449,9
00001449|10,00001449,10
00001450|01,00001450,1
00001450|02,00001450,2
00001450|03,00001450,3
00001450|04,00001450,4
00001450|05,00001450,5
00001450|06,00001450,6
00001450|07,00001450,7
00001450|08,00001450,8
00001450|09,00001450,9
00001450|10,00001450,10
00001451|01,00001451,1
00001451|02,00001451,2
00001451|03,00001451,3
00001451|04,00001451,4
00001451|05,00001451,5
00001451|06,00001451,6
00001451|07,00001451,7
00001451|08,00001451,8
00001451|09,00001451,9
00001451|10,00001451,10
00001452|01,00001452,1
00001452|02,00001452,2
00001452|03,00001452,3
00001452|04,00001452,4
00001452|06,00001452,6
00001452|07,00001452,7
00001452|08,00001452,8
00001452|09,00001452,9
00001452|10,00001452,10
00001453|01,00001453,1
00001453|02,00001453,2
00001453|03,00001453,3
00001453|04,00001453,4
00001453|05,00001453,5
00001453|06,00001453,6
00001453|07,00001453,7
00001453|08,00001453,8
00001453|09,00001453,9
00001453|10,00001453,10
00001454|01,00001454,1
00001454|02,00001454,2
00001454|03,00001454,3
00001454|04,00001454,4
00001454|05,00001454,5
00001454|06,00001454,6
00001454|07,00001454,7
00001454|08,00001454,8
00001454|09,00001454,9
00001454|10,00001454,10
00001455|01,00001455,1
00001455|02,00001455,2
00001455|03,00001455,3
00001455|04,00001455,4
00001455|05,00001455,5
00001455|06,00001455,6
00001455|07,00001455,7
00001455|08,00001455,8
00001455|09,00001455,9
00001455|10,00001455,10
00001456|01,00001456,1
00001456|02,00001456,2
00001456|03,00001456,3
00001456|04,00001456,4
00001456|05,00001456,5
00001456|06,00001456,6
00001456|07,00001456,7
00001456|08,00001456,8
00001456|09,00001456,9
00001456|10,00001456,10
00001457|01,00001457,1
00001457|02,00001457,2
00001457|03,00001457,3
00001457|04,00001457,4
00001457|05,00001457,5
00001457|06,00001457,6
00001457|07,00001457,7
00001457|08,00001457,8
00001457|09,00001457,9
00001457|10,00001457,10
00001458|01,00001458,1
00001458|02,00001458,2
00001458|03,00001458,3
00001458|04,00001458,4
00001458|05,00001458,5
00001458|06,00001458,6
00001458|07,00001458,7
00001458|08,00001458,8
00001458|09,00001458,9
00001458|10,00001458,10
00001459|01,00001459,1
00001459|02,00001459,2
00001459|03,00001459,3
00001459|04,00001459,4
00001459|05,00001459,5
00001459|06,00001459,6
00001459|07,00001459,7
00001459|08,00001459,8
00001459|09,00001459,9
00001459|10,00001459,10
00001460|01,00001460,1
00001460|02,00001460,2
00001460|03,00001460,3
00001460|04,00001460,4
00001460|05,00001460,5
00001460|06,00001460,6
00001460|07,00001460,7
00001460|08,00001460,8
00001460|09,00001460,9
00001460|10,00001460,10
00001461|01,00001461,1
00001461|02,00001461,2
00001461|03,00001461,3
00001461|04,00001461,4
00001461|05,00001461,5
00001461|06,00001461,6
00001461|07,00001461,7
00001461|08,00001461,8
00001461|09,00001461,9
00001461|10,00001461,10
00001462|01,00001462,1
00001462|02,00001462,2
00001462|03,00001462,3
00001462|04,00001462,4
00001462|05,00001462,5
00001462|06,00001462,6
00001462|07,00001462,7
00001462|08,00001462,8
00001462|09,00001462,9
00001462|10,00001462,10
00001463|01,00001463,1
00001463|02,00001463,2
00001463|03,00001463,3
00001463|04,00001463,4
00001463|05,00001463,5
00001463|06,00001463,6
00001463|07,00001463,7
00001463|08,00001463,8
00001463|09,00001463,9
00001463|10,00001463,10
00001464|01,00001464,1
00001464|02,00001464,2
00001464|03,00001464,3
00001464|04,00001464,4
00001464|05,00001464,5
00001464|06,00001464,6
00001464|07,00001464,7
00001464|08,00001464,8
00001464|09,00001464,9
00001464|10,00001464,10
00001465|01,00001465,1
00001465|02,00001465,2
00001465|03,00001465,3
00001465|04,00001465,4
00001465|05,00001465,5
00001465|06,00001465,6
00001465|07,00001465,7
00001465|08,00001465,8
00001465|09,00001465,9
00001465|10,00001465,10
00001466|01,00001466,1
00001466|02,00001466,2
00001466|03,00001466,3
00001466|04,00001466,4
00001466|05,00001466,5
00001466|06,00001466,6
00001466|07,00001466,7
00001466|08,00001466,8
00001466|09,00001466,9
00001466|10,00001466,10
00001467|01,00001467,1
00001467|02,00001467,2
00001467|03,00001467,3
00001467|04,00001467,4
00001467|05,00001467,5
00001467|06,00001467,6
00001467|07,00001467,7
00001467|08,00001467,8
00001467|09,00001467,9
00001467|10,00001467,10
00001468|01,00001468,1
00001468|02,00001468,2
00001468|03,00001468,3
00001468|04,00001468,4
00001468|05,00001468,5
00001468|06,00001468,6
00001468|07,00001468,7
00001468|08,00001468,8
00001468|09,00001468,9
00001468|10,00001468,10
00001469|01,00001469,1
00001469|02,00001469,2
00001469|03,00001469,3
00001469|04,00001469,4
00001469|05,00001469,5
00001469|06,00001469,6
00001469|07,00001469,7
00001469|08,00001469,8
00001469|09,00001469,9
00001469|10,00001469,10
00001470|01,00001470,1
00001470|02,00001470,2
00001470|03,00001470,3
00001470|04,00001470,4
00001470|05,00001470,5
00001470|06,00001470,6
00001470|07,00001470,7
00001470|08,00001470,8
00001470|09,00001470,9
00001470|10,00001470,10
00001471|01,00001471,1
00001471|02,00001471,2
00001471|03,00001471,3
00001471|04,00001471,4
00001471|05,00001471,5
00001471|06,00001471,6
00001471|07,00001471,7
00001471|08,00001471,8
00001471|09,00001471,9
00001471|10,00001471,10
00001472|01,00001472,1
00001472|02,00001472,2
00001472|03,00001472,3
00001472|04,00001472,4
00001472|05,00001472,5
00001472|06,00001472,6
00001472|07,00001472,7
00001472|08,00001472,8
00001472|09,00001472,9
00001473|01,00001473,1
00001473|02,00001473,2
00001473|03,00001473,3
00001473|04,00001473,4
00001473|05,00001473,5
00001473|06,00001473,6
00001473|07,00001473,7
00001473|08,00001473,8
00001473|09,00001473,9
00001473|10,00001473,10
00001474|01,00001474,1
00001474|02,00001474,2
00001474|03,00001474,3
00001474|04,00001474,4
00001474|05,00001474,5
00001474|06,00001474,6
00001474|07,00001474,7
00001474|08,00001474,8
00001474|09,00001474,9
00001474|10,00001474,10
00001475|01,00001475,1
00001475|02,00001475,2
00001475|03,00001475,3
00001475|04,00001475,4
00001475|05,00001475,5
00001475|06,00001475,6
00001475|07,00001475,7
00001475|08,00001475,8
00001475|09,00001475,9
00001475|10,00001475,10
00001476|01,00001476,1
00001476|02,00001476,2
00001476|05,00001476,5
00001476|06,00001476,6
00001476|07,00001476,7
00001476|08,00001476,8
00001476|09,00001476,9
00001476|10,00001476,10
00001477|01,00001477,1
00001477|02,00001477,2
00001477|04,00001477,4
00001477|05,00001477,5
00001477|06,00001477,6
00001477|07,00001477,7
00001477|08,00001477,8
00001477|09,00001477,9
00001477|10,00001477,10
00001478|01,00001478,1
00001478|02,00001478,2
00001478|03,00001478,3
00001478|04,00001478,4
00001478|05,00001478,5
00001478|06,00001478,6
00001478|07,00001478,7
00001478|08,00001478,8
00001478|09,00001478,9
00001478|10,00001478,10
00001479|01,00001479,1
00001479|02,00001479,2
00001479|03,00001479,3
00001479|04,00001479,4
00001479|05,00001479,5
00001479|06,00001479,6
00001479|07,00001479,7
00001479|08,00001479,8
00001479|09,00001479,9
00001479|10,00001479,10
00001480|01,00001480,1
00001480|02,00001480,2
00001480|03,00001480,3
00001480|04,00001480,4
00001480|05,00001480,5
00001480|06,00001480,6
00001480|07,00001480,7
00001480|08,00001480,8
00001480|09,00001480,9
00001480|10,00001480,10
00001481|01,00001481,1
00001481|02,00001481,2
00001481|03,00001481,3
00001481|04,00001481,4
00001481|05,00001481,5
00001481|06,00001481,6
00001481|07,00001481,7
00001481|08,00001481,8
00001481|09,00001481,9
00001481|10,00001481,10
00001482|01,00001482,1
00001482|02,00001482,2
00001482|03,00001482,3
00001482|04,00001482,4
00001482|05,00001482,5
00001482|06,00001482,6
00001482|07,00001482,7
00001482|08,00001482,8
00001482|09,00001482,9
00001482|10,00001482,10
00001483|01,00001483,1
00001483|02,00001483,2
00001483|03,00001483,3
00001483|04,00001483,4
00001483|05,00001483,5
00001483|06,00001483,6
00001483|07,00001483,7
00001483|08,00001483,8
00001483|09,00001483,9
00001483|10,00001483,10
00001484|01,00001484,1
00001484|02,00001484,2
00001484|03,00001484,3
00001484|04,00001484,4
00001484|05,00001484,5
00001484|06,00001484,6
00001484|07,00001484,7
00001484|08,00001484,8
00001484|09,00001484,9
00001484|10,00001484,10
00001485|01,00001485,1
00001485|02,00001485,2
00001485|03,00001485,3
00001485|04,00001485,4
00001485|05,00001485,5
00001485|06,00001485,6
00001485|07,00001485,7
00001485|08,00001485,8
00001485|09,00001485,9
00001485|10,00001485,10
00001486|01,00001486,1
00001486|02,00001486,2
00001486|03,00001486,3
00001486|04,00001486,4
00001486|05,00001486,5
00001486|06,00001486,6
00001486|07,00001486,7
00001486|08,00001486,8
00001486|09,00001486,9
00001486|10,00001486,10
00001487|01,00001487,1
00001487|02,00001487,2
00001487|03,00001487,3
00001487|04,00001487,4
00001487|05,00001487,5
00001487|06,00001487,6
00001487|07,00001487,7
00001487|08,00001487,8
00001487|09,00001487,9
00001487|10,00001487,10
00001488|01,00001488,1
00001488|02,00001488,2
00001488|03,00001488,3
00001488|04,00001488,4
00001488|05,00001488,5
00001488|06,00001488,6
00001488|07,00001488,7
00001488|08,00001488,8
00001488|09,00001488,9
00001488|10,00001488,10
00001489|01,00001489,1
00001489|02,00001489,2
00001489|03,00001489,3
00001489|04,00001489,4
00001489|05,00001489,5
00001489|06,00001489,6
00001489|07,00001489,7
00001489|08,00001489,8
00001489|09,00001489,9
00001489|10,00001489,10
00001490|01,00001490,1
00001490|02,00001490,2
00001490|03,00001490,3
00001490|04,00001490,4
00001490|05,00001490,5
00001490|06,00001490,6
00001490|07,00001490,7
00001490|08,00001490,8
00001490|09,00001490,9
00001490|10,00001490,10
00001491|01,00001491,1
00001491|02,00001491,2
00001491|03,00001491,3
00001491|04,00001491,4
00001491|05,00001491,5
00001491|06,00001491,6
00001491|07,00001491,7
00001491|08,00001491,8
00001491|09,00001491,9
00001491|10,00001491,10
00001492|01,00001492,1
00001492|02,00001492,2
00001492|03,00001492,3
00001492|04,00001492,4
00001492|05,00001492,5
00001492|06,00001492,6
00001492|07,00001492,7
00001492|08,00001492,8
00001492|09,00001492,9
00001492|10,00001492,10
00001493|01,00001493,1
00001493|02,00001493,2
00001493|03,00001493,3
00001493|04,00001493,4
00001493|05,00001493,5
00001493|06,00001493,6
00001493|07,00001493,7
00001493|08,00001493,8
00001493|09,00001493,9
00001493|10,00001493,10
00001494|01,00001494,1
00001494|02,00001494,2
00001494|03,00001494,3
00001494|04,00001494,4
00001494|05,00001494,5
00001494|06,00001494,6
00001494|07,00001494,7
00001494|08,00001494,8
00001494|09,00001494,9
00001494|10,00001494,10
00001495|01,00001495,1
00001495|02,00001495,2
00001495|03,00001495,3
00001495|04,00001495,4
00001495|05,00001495,5
00001495|06,00001495,6
00001495|07,00001495,7
00001495|08,00001495,8
00001495|09,00001495,9
00001495|10,00001495,10
00001496|01,00001496,1
00001496|02,00001496,2
00001496|03,00001496,3
00001496|04,00001496,4
00001496|05,00001496,5
00001496|06,00001496,6
00001496|07,00001496,7
00001496|08,00001496,8
00001496|09,00001496,9
00001496|10,00001496,10
00001497|01,00001497,1
00001497|02,00001497,2
00001497|03,00001497,3
00001497|04,00001497,4
00001497|05,00001497,5
00001497|06,00001497,6
00001497|07,00001497,7
00001497|08,00001497,8
00001497|09,00001497,9
00001497|10,00001497,10
00001498|01,00001498,1
00001498|02,00001498,2
00001498|03,00001498,3
00001498|04,00001498,4
00001498|05,00001498,5
00001498|06,00001498,6
00001498|07,00001498,7
00001498|08,00001498,8
00001498|09,00001498,9
00001498|10,00001498,10
00001499|01,00001499,1
00001499|02,00001499,2
00001499|03,00001499,3
00001499|04,00001499,4
00001499|05,00001499,5
00001499|06,00001499,6
00001499|07,00001499,7
00001499|08,00001499,8
00001499|09,00001499,9
00001499|10,00001499,10
00001500|01,00001500,1
00001500|02,00001500,2
00001500|03,00001500,3
00001500|04,00001500,4
00001500|05,00001500,5
00001500|06,00001500,6
00001500|07,00001500,7
00001500|08,00001500,8
00001500|09,00001500,9
00001500|10,00001500,10
00001501|01,00001501,1
00001501|02,00001501,2
00001501|03,00001501,3
00001501|04,00001501,4
00001501|05,00001501,5
00001501|06,00001501,6
00001501|07,00001501,7
00001501|08,00001501,8
00001501|09,00001501,9
00001501|10,00001501,10
00001502|01,00001502,1
00001502|02,00001502,2
00001502|03,00001502,3
00001502|04,00001502,4
00001502|05,00001502,5
00001502|06,00001502,6
00001502|07,00001502,7
00001502|08,00001502,8
00001502|09,00001502,9
00001502|10,00001502,10
00001503|01,00001503,1
00001503|02,00001503,2
00001503|03,00001503,3
00001503|04,00001503,4
00001503|05,00001503,5
00001503|06,00001503,6
00001503|07,00001503,7
00001503|08,00001503,8
00001503|09,00001503,9
00001503|10,00001503,10
00001504|01,00001504,1
00001504|02,00001504,2
00001504|03,00001504,3
00001504|04,00001504,4
00001504|05,00001504,5
00001504|06,00001504,6
00001504|07,00001504,7
00001504|08,00001504,8
00001504|09,00001504,9
00001504|10,00001504,10
00001505|01,00001505,1
00001505|02,00001505,2
00001505|03,00001505,3
00001505|04,00001505,4
00001505|05,00001505,5
00001505|06,00001505,6
00001505|07,00001505,7
00001505|08,00001505,8
00001505|09,00001505,9
00001505|10,00001505,10
00001506|01,00001506,1
00001506|02,00001506,2
00001506|03,00001506,3
00001506|04,00001506,4
00001506|05,00001506,5
00001506|06,00001506,6
00001506|07,00001506,7
00001506|08,00001506,8
00001506|09,00001506,9
00001506|10,00001506,10
00001507|01,00001507,1
00001507|02,00001507,2
00001507|03,00001507,3
00001507|04,00001507,4
00001507|05,00001507,5
00001507|06,00001507,6
00001507|07,00001507,7
00001507|08,00001507,8
00001507|09,00001507,9
00001507|10,00001507,10
00001508|01,00001508,1
00001508|02,00001508,2
00001508|03,00001508,3
00001508|04,00001508,4
00001508|05,00001508,5
00001508|06,00001508,6
00001508|07,00001508,7
00001508|08,00001508,8
00001508|09,00001508,9
00001508|10,00001508,10
00001509|01,00001509,1
00001509|02,00001509,2
00001509|03,00001509,3
00001509|04,00001509,4
00001509|05,00001509,5
00001509|06,00001509,6
00001509|07,00001509,7
00001509|08,00001509,8
00001509|09,00001509,9
00001509|10,00001509,10
00001510|01,00001510,1
00001510|02,00001510,2
00001510|03,00001510,3
00001510|04,00001510,4
00001510|05,00001510,5
00001510|06,00001510,6
00001510|07,00001510,7
00001510|08,00001510,8
00001510|09,00001510,9
00001510|10,00001510,10
00001511|01,00001511,1
00001511|02,00001511,2
00001511|03,00001511,3
00001511|04,00001511,4
00001511|05,00001511,5
00001511|06,00001511,6
00001511|07,00001511,7
00001511|08,00001511,8
00001511|09,00001511,9
00001511|10,00001511,10
00001512|01,00001512,1
00001512|02,00001512,2
00001512|03,00001512,3
00001512|04,00001512,4
00001512|05,00001512,5
00001512|06,00001512,6
00001512|07,00001512,7
00001512|08,00001512,8
00001512|09,00001512,9
00001512|10,00001512,10
00001513|01,00001513,1
00001513|02,00001513,2
00001513|03,00001513,3
00001513|04,00001513,4
00001513|05,00001513,5
00001513|06,00001513,6
00001513|07,00001513,7
00001513|08,00001513,8
00001513|09,00001513,9
00001513|10,00001513,10
00001514|01,00001514,1
00001514|02,00001514,2
00001514|03,00001514,3
00001514|04,00001514,4
00001514|05,00001514,5
00001514|06,00001514,6
00001514|07,00001514,7
00001514|08,00001514,8
00001514|09,00001514,9
00001514|10,00001514,10
00001515|01,00001515,1
00001515|02,00001515,2
00001515|03,00001515,3
00001515|04,00001515,4
00001515|05,00001515,5
00001515|06,00001515,6
00001515|07,00001515,7
00001515|08,00001515,8
00001515|09,00001515,9
00001515|10,00001515,10
00001516|01,00001516,1
00001516|02,00001516,2
00001516|03,00001516,3
00001516|04,00001516,4
00001516|05,00001516,5
00001516|06,00001516,6
00001516|07,00001516,7
00001516|08,00001516,8
00001516|09,00001516,9
00001516|10,00001516,10
00001517|01,00001517,1
00001517|02,00001517,2
00001517|03,00001517,3
00001517|04,00001517,4
00001517|05,00001517,5
00001517|06,00001517,6
00001517|07,00001517,7
00001517|08,00001517,8
00001517|09,00001517,9
00001517|10,00001517,10
00001518|01,00001518,1
00001518|02,00001518,2
00001518|03,00001518,3
00001518|04,00001518,4
00001518|05,00001518,5
00001518|06,00001518,6
00001518|07,00001518,7
00001518|08,00001518,8
00001518|09,00001518,9
00001518|10,00001518,10
00001519|01,00001519,1
00001519|02,00001519,2
00001519|03,00001519,3
00001519|04,00001519,4
00001519|06,00001519,6
00001519|07,00001519,7
00001519|08,00001519,8
00001519|09,00001519,9
00001519|10,00001519,10
00001520|01,00001520,1
00001520|02,00001520,2
00001520|03,00001520,3
00001520|04,00001520,4
00001520|05,00001520,5
00001520|06,00001520,6
00001520|07,00001520,7
00001520|08,00001520,8
00001520|09,00001520,9
00001520|10,00001520,10
00001521|01,00001521,1
00001521|02,00001521,2
00001521|03,00001521,3
00001521|04,00001521,4
00001521|05,00001521,5
00001521|06,00001521,6
00001521|07,00001521,7
00001521|08,00001521,8
00001521|09,00001521,9
00001521|10,00001521,10
00001522|01,00001522,1
00001522|02,00001522,2
00001522|03,00001522,3
00001522|04,00001522,4
00001522|05,00001522,5
00001522|06,00001522,6
00001522|07,00001522,7
00001522|08,00001522,8
00001522|09,00001522,9
00001522|10,00001522,10
00001523|01,00001523,1
00001523|02,00001523,2
00001523|03,00001523,3
00001523|04,00001523,4
00001523|05,00001523,5
00001523|06,00001523,6
00001523|07,00001523,7
00001523|08,00001523,8
00001523|09,00001523,9
00001523|10,00001523,10
00001524|01,00001524,1
00001524|02,00001524,2
00001524|03,00001524,3
00001524|04,00001524,4
00001524|05,00001524,5
00001524|06,00001524,6
00001524|07,00001524,7
00001524|08,00001524,8
00001524|09,00001524,9
00001524|10,00001524,10
00001525|01,00001525,1
00001525|02,00001525,2
00001525|03,00001525,3
00001525|04,00001525,4
00001525|05,00001525,5
00001525|06,00001525,6
00001525|07,00001525,7
00001525|08,00001525,8
00001525|09,00001525,9
00001525|10,00001525,10
00001526|01,00001526,1
00001526|02,00001526,2
00001526|03,00001526,3
00001526|04,00001526,4
00001526|05,00001526,5
00001526|06,00001526,6
00001526|07,00001526,7
00001526|08,00001526,8
00001526|09,00001526,9
00001526|10,00001526,10
00001527|01,00001527,1
00001527|02,00001527,2
00001527|03,00001527,3
00001527|04,00001527,4
00001527|05,00001527,5
00001527|06,00001527,6
00001527|07,00001527,7
00001527|08,00001527,8
00001527|09,00001527,9
00001527|10,00001527,10
00001528|01,00001528,1
00001528|02,00001528,2
00001528|03,00001528,3
00001528|04,00001528,4
00001528|05,00001528,5
00001528|06,00001528,6
00001528|07,00001528,7
00001528|08,00001528,8
00001528|09,00001528,9
00001528|10,00001528,10
00001529|01,00001529,1
00001529|02,00001529,2
00001529|03,00001529,3
00001529|04,00001529,4
00001529|05,00001529,5
00001529|06,00001529,6
00001529|07,00001529,7
00001529|08,00001529,8
00001529|09,00001529,9
00001529|10,00001529,10
00001530|01,00001530,1
00001530|02,00001530,2
00001530|03,00001530,3
00001530|04,00001530,4
00001530|05,00001530,5
00001530|06,00001530,6
00001530|07,00001530,7
00001530|08,00001530,8
00001530|09,00001530,9
00001530|10,00001530,10
00001531|01,00001531,1
00001531|02,00001531,2
00001531|03,00001531,3
00001531|04,00001531,4
00001531|05,00001531,5
00001531|06,00001531,6
00001531|07,00001531,7
00001531|08,00001531,8
00001531|09,00001531,9
00001531|10,00001531,10
00001532|01,00001532,1
00001532|02,00001532,2
00001532|03,00001532,3
00001532|04,00001532,4
00001532|05,00001532,5
00001532|06,00001532,6
00001532|07,00001532,7
00001532|08,00001532,8
00001532|09,00001532,9
00001532|10,00001532,10
00001533|01,00001533,1
00001533|02,00001533,2
00001533|03,00001533,3
00001533|04,00001533,4
00001533|05,00001533,5
00001533|06,00001533,6
00001533|07,00001533,7
00001533|08,00001533,8
00001533|09,00001533,9
00001533|10,00001533,10
00001534|01,00001534,1
00001534|02,00001534,2
00001534|03,00001534,3
00001534|04,00001534,4
00001534|05,00001534,5
00001534|06,00001534,6
00001534|07,00001534,7
00001534|08,00001534,8
00001534|09,00001534,9
00001534|10,00001534,10
00001535|01,00001535,1
00001535|02,00001535,2
00001535|03,00001535,3
00001535|04,00001535,4
00001535|05,00001535,5
00001535|06,00001535,6
00001535|07,00001535,7
00001535|08,00001535,8
00001535|09,00001535,9
00001535|10,00001535,10
00001536|01,00001536,1
00001536|02,00001536,2
00001536|03,00001536,3
00001536|04,00001536,4
00001536|05,00001536,5
00001536|06,00001536,6
00001536|07,00001536,7
00001536|08,00001536,8
00001536|09,00001536,9
00001536|10,00001536,10
00001537|01,00001537,1
00001537|02,00001537,2
00001537|03,00001537,3
00001537|04,00001537,4
00001537|05,00001537,5
00001537|06,00001537,6
00001537|07,00001537,7
00001537|08,00001537,8
00001537|09,00001537,9
00001537|10,00001537,10
00001538|01,00001538,1
00001538|02,00001538,2
00001538|03,00001538,3
00001538|04,00001538,4
00001538|05,00001538,5
00001538|06,00001538,6
00001538|07,00001538,7
00001538|08,00001538,8
00001538|09,00001538,9
00001538|10,00001538,10
00001539|01,00001539,1
00001539|06,00001539,6
00001539|10,00001539,10
00001540|01,00001540,1
00001540|02,00001540,2
00001540|03,00001540,3
00001540|04,00001540,4
00001540|05,00001540,5
00001540|06,00001540,6
00001540|07,00001540,7
00001540|08,00001540,8
00001540|09,00001540,9
00001540|10,00001540,10
00001541|01,00001541,1
00001541|02,00001541,2
00001541|03,00001541,3
00001541|04,00001541,4
00001541|05,00001541,5
00001541|06,00001541,6
00001541|07,00001541,7
00001541|08,00001541,8
00001541|09,00001541,9
00001541|10,00001541,10
00001542|01,00001542,1
00001542|02,00001542,2
00001542|03,00001542,3
00001542|04,00001542,4
00001542|05,00001542,5
00001542|06,00001542,6
00001542|07,00001542,7
00001542|08,00001542,8
00001542|09,00001542,9
00001542|10,00001542,10
00001543|01,00001543,1
00001543|02,00001543,2
00001543|03,00001543,3
00001543|04,00001543,4
00001543|05,00001543,5
00001543|06,00001543,6
00001543|07,00001543,7
00001543|08,00001543,8
00001543|09,00001543,9
00001543|10,00001543,10
00001544|01,00001544,1
00001544|02,00001544,2
00001544|03,00001544,3
00001544|04,00001544,4
00001544|05,00001544,5
00001544|06,00001544,6
00001544|07,00001544,7
00001544|08,00001544,8
00001544|09,00001544,9
00001544|10,00001544,10
00001545|01,00001545,1
00001545|02,00001545,2
00001545|03,00001545,3
00001545|04,00001545,4
00001545|05,00001545,5
00001545|06,00001545,6
00001545|07,00001545,7
00001545|08,00001545,8
00001545|09,00001545,9
00001545|10,00001545,10
00001546|01,00001546,1
00001546|02,00001546,2
00001546|03,00001546,3
00001546|04,00001546,4
00001546|05,00001546,5
00001546|06,00001546,6
00001546|07,00001546,7
00001546|08,00001546,8
00001546|09,00001546,9
00001546|10,00001546,10
00001547|01,00001547,1
00001547|02,00001547,2
00001547|03,00001547,3
00001547|04,00001547,4
00001547|05,00001547,5
00001547|06,00001547,6
00001547|07,00001547,7
00001547|08,00001547,8
00001547|09,00001547,9
00001547|10,00001547,10
00001548|01,00001548,1
00001548|02,00001548,2
00001548|03,00001548,3
00001548|04,00001548,4
00001548|05,00001548,5
00001548|06,00001548,6
00001548|07,00001548,7
00001548|08,00001548,8
00001548|09,00001548,9
00001548|10,00001548,10
00001549|01,00001549,1
00001549|02,00001549,2
00001549|03,00001549,3
00001549|04,00001549,4
00001549|05,00001549,5
00001549|06,00001549,6
00001549|07,00001549,7
00001549|08,00001549,8
00001549|09,00001549,9
00001549|10,00001549,10
00001550|01,00001550,1
00001550|02,00001550,2
00001550|03,00001550,3
00001550|04,00001550,4
00001550|05,00001550,5
00001550|06,00001550,6
00001550|07,00001550,7
00001550|08,00001550,8
00001550|09,00001550,9
00001550|10,00001550,10
00001551|01,00001551,1
00001551|02,00001551,2
00001551|03,00001551,3
00001551|04,00001551,4
00001551|05,00001551,5
00001551|06,00001551,6
00001551|07,00001551,7
00001551|08,00001551,8
00001551|09,00001551,9
00001551|10,00001551,10
00001552|01,00001552,1
00001552|02,00001552,2
00001552|03,00001552,3
00001552|04,00001552,4
00001552|05,00001552,5
00001552|06,00001552,6
00001552|07,00001552,7
00001552|08,00001552,8
00001552|09,00001552,9
00001552|10,00001552,10
00001553|01,00001553,1
00001553|02,00001553,2
00001553|03,00001553,3
00001553|04,00001553,4
00001553|05,00001553,5
00001553|06,00001553,6
00001553|07,00001553,7
00001553|08,00001553,8
00001553|09,00001553,9
00001553|10,00001553,10
00001554|01,00001554,1
00001554|02,00001554,2
00001554|03,00001554,3
00001554|04,00001554,4
00001554|05,00001554,5
00001554|06,00001554,6
00001554|07,00001554,7
00001554|08,00001554,8
00001554|09,00001554,9
00001554|10,00001554,10
00001555|01,00001555,1
00001555|02,00001555,2
00001555|03,00001555,3
00001555|04,00001555,4
00001555|05,00001555,5
00001555|06,00001555,6
00001555|07,00001555,7
00001555|08,00001555,8
00001555|09,00001555,9
00001555|10,00001555,10
00001556|01,00001556,1
00001556|02,00001556,2
00001556|03,00001556,3
00001556|04,00001556,4
00001556|05,00001556,5
00001556|06,00001556,6
00001556|07,00001556,7
00001556|08,00001556,8
00001556|09,00001556,9
00001556|10,00001556,10
00001557|01,00001557,1
00001557|02,00001557,2
00001557|03,00001557,3
00001557|04,00001557,4
00001557|05,00001557,5
00001557|06,00001557,6
00001557|07,00001557,7
00001557|08,00001557,8
00001557|09,00001557,9
00001557|10,00001557,10
00001558|01,00001558,1
00001558|02,00001558,2
00001558|03,00001558,3
00001558|04,00001558,4
00001558|05,00001558,5
00001558|06,00001558,6
00001558|07,00001558,7
00001558|08,00001558,8
00001558|09,00001558,9
00001558|10,00001558,10
00001559|01,00001559,1
00001559|02,00001559,2
00001559|03,00001559,3
00001559|04,00001559,4
00001559|05,00001559,5
00001559|06,00001559,6
00001559|07,00001559,7
00001559|08,00001559,8
00001559|09,00001559,9
