negative_pair_id,dataset,protocol,pair_label,canonical_finger_position,subject_id_a,subject_id_b,ppi,path_a,path_b,raw_frgp_a,raw_frgp_b,source_plain_pair_id,source_roll_pair_id,plain_group_index,roll_group_index,shift
sd300b_plain_roll_next_subject_impostor_07_00001194_00001195,sd300b,plain_roll_next_subject_impostor,impostor,7,00001194,00001195,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001194_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001195_roll_1000_07.png,7,7,sd300b_plain_roll_00001194_07,sd300b_plain_roll_00001195_07,187,188,1
sd300b_plain_roll_next_subject_impostor_07_00001195_00001196,sd300b,plain_roll_next_subject_impostor,impostor,7,00001195,00001196,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001195_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001196_roll_1000_07.png,7,7,sd300b_plain_roll_00001195_07,sd300b_plain_roll_00001196_07,188,189,1
sd300b_plain_roll_next_subject_impostor_07_00001196_00001197,sd300b,plain_roll_next_subject_impostor,impostor,7,00001196,00001197,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001196_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001197_roll_1000_07.png,7,7,sd300b_plain_roll_00001196_07,sd300b_plain_roll_00001197_07,189,190,1
sd300b_plain_roll_next_subject_impostor_07_00001197_00001198,sd300b,plain_roll_next_subject_impostor,impostor,7,00001197,00001198,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001197_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001198_roll_1000_07.png,7,7,sd300b_plain_roll_00001197_07,sd300b_plain_roll_00001198_07,190,191,1
sd300b_plain_roll_next_subject_impostor_07_00001198_00001199,sd300b,plain_roll_next_subject_impostor,impostor,7,00001198,00001199,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001198_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001199_roll_1000_07.png,7,7,sd300b_plain_roll_00001198_07,sd300b_plain_roll_00001199_07,191,192,1
sd300b_plain_roll_next_subject_impostor_07_00001199_00001200,sd300b,plain_roll_next_subject_impostor,impostor,7,00001199,00001200,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001199_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001200_roll_1000_07.png,7,7,sd300b_plain_roll_00001199_07,sd300b_plain_roll_00001200_07,192,193,1
sd300b_plain_roll_next_subject_impostor_07_00001200_00001201,sd300b,plain_roll_next_subject_impostor,impostor,7,00001200,00001201,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001200_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001201_roll_1000_07.png,7,7,sd300b_plain_roll_00001200_07,sd300b_plain_roll_00001201_07,193,194,1
sd300b_plain_roll_next_subject_impostor_07_00001201_00001202,sd300b,plain_roll_next_subject_impostor,impostor,7,00001201,00001202,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001201_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001202_roll_1000_07.png,7,7,sd300b_plain_roll_00001201_07,sd300b_plain_roll_00001202_07,194,195,1
sd300b_plain_roll_next_subject_impostor_07_00001202_00001203,sd300b,plain_roll_next_subject_impostor,impostor,7,00001202,00001203,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001202_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001203_roll_1000_07.png,7,7,sd300b_plain_roll_00001202_07,sd300b_plain_roll_00001203_07,195,196,1
sd300b_plain_roll_next_subject_impostor_07_00001203_00001205,sd300b,plain_roll_next_subject_impostor,impostor,7,00001203,00001205,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001203_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001205_roll_1000_07.png,7,7,sd300b_plain_roll_00001203_07,sd300b_plain_roll_00001205_07,196,197,1
sd300b_plain_roll_next_subject_impostor_07_00001205_00001206,sd300b,plain_roll_next_subject_impostor,impostor,7,00001205,00001206,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001205_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001206_roll_1000_07.png,7,7,sd300b_plain_roll_00001205_07,sd300b_plain_roll_00001206_07,197,198,1
sd300b_plain_roll_next_subject_impostor_07_00001206_00001207,sd300b,plain_roll_next_subject_impostor,impostor,7,00001206,00001207,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001206_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001207_roll_1000_07.png,7,7,sd300b_plain_roll_00001206_07,sd300b_plain_roll_00001207_07,198,199,1
sd300b_plain_roll_next_subject_impostor_07_00001207_00001208,sd300b,plain_roll_next_subject_impostor,impostor,7,00001207,00001208,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001207_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001208_roll_1000_07.png,7,7,sd300b_plain_roll_00001207_07,sd300b_plain_roll_00001208_07,199,200,1
sd300b_plain_roll_next_subject_impostor_07_00001208_00001209,sd300b,plain_roll_next_subject_impostor,impostor,7,00001208,00001209,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001208_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001209_roll_1000_07.png,7,7,sd300b_plain_roll_00001208_07,sd300b_plain_roll_00001209_07,200,201,1
sd300b_plain_roll_next_subject_impostor_07_00001209_00001210,sd300b,plain_roll_next_subject_impostor,impostor,7,00001209,00001210,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001209_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001210_roll_1000_07.png,7,7,sd300b_plain_roll_00001209_07,sd300b_plain_roll_00001210_07,201,202,1
sd300b_plain_roll_next_subject_impostor_07_00001210_00001211,sd300b,plain_roll_next_subject_impostor,impostor,7,00001210,00001211,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001210_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001211_roll_1000_07.png,7,7,sd300b_plain_roll_00001210_07,sd300b_plain_roll_00001211_07,202,203,1
sd300b_plain_roll_next_subject_impostor_07_00001211_00001212,sd300b,plain_roll_next_subject_impostor,impostor,7,00001211,00001212,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001211_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001212_roll_1000_07.png,7,7,sd300b_plain_roll_00001211_07,sd300b_plain_roll_00001212_07,203,204,1
sd300b_plain_roll_next_subject_impostor_07_00001212_00001213,sd300b,plain_roll_next_subject_impostor,impostor,7,00001212,00001213,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001212_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001213_roll_1000_07.png,7,7,sd300b_plain_roll_00001212_07,sd300b_plain_roll_00001213_07,204,205,1
sd300b_plain_roll_next_subject_impostor_07_00001213_00001214,sd300b,plain_roll_next_subject_impostor,impostor,7,00001213,00001214,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001213_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001214_roll_1000_07.png,7,7,sd300b_plain_roll_00001213_07,sd300b_plain_roll_00001214_07,205,206,1
sd300b_plain_roll_next_subject_impostor_07_00001214_00001215,sd300b,plain_roll_next_subject_impostor,impostor,7,00001214,00001215,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001214_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001215_roll_1000_07.png,7,7,sd300b_plain_roll_00001214_07,sd300b_plain_roll_00001215_07,206,207,1
sd300b_plain_roll_next_subject_impostor_07_00001215_00001216,sd300b,plain_roll_next_subject_impostor,impostor,7,00001215,00001216,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001215_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001216_roll_1000_07.png,7,7,sd300b_plain_roll_00001215_07,sd300b_plain_roll_00001216_07,207,208,1
sd300b_plain_roll_next_subject_impostor_07_00001216_00001218,sd300b,plain_roll_next_subject_impostor,impostor,7,00001216,00001218,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001216_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001218_roll_1000_07.png,7,7,sd300b_plain_roll_00001216_07,sd300b_plain_roll_00001218_07,208,209,1
sd300b_plain_roll_next_subject_impostor_07_00001218_00001219,sd300b,plain_roll_next_subject_impostor,impostor,7,00001218,00001219,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001218_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001219_roll_1000_07.png,7,7,sd300b_plain_roll_00001218_07,sd300b_plain_roll_00001219_07,209,210,1
sd300b_plain_roll_next_subject_impostor_07_00001219_00001220,sd300b,plain_roll_next_subject_impostor,impostor,7,00001219,00001220,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001219_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001220_roll_1000_07.png,7,7,sd300b_plain_roll_00001219_07,sd300b_plain_roll_00001220_07,210,211,1
sd300b_plain_roll_next_subject_impostor_07_00001220_00001221,sd300b,plain_roll_next_subject_impostor,impostor,7,00001220,00001221,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001220_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001221_roll_1000_07.png,7,7,sd300b_plain_roll_00001220_07,sd300b_plain_roll_00001221_07,211,212,1
sd300b_plain_roll_next_subject_impostor_07_00001221_00001222,sd300b,plain_roll_next_subject_impostor,impostor,7,00001221,00001222,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001221_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001222_roll_1000_07.png,7,7,sd300b_plain_roll_00001221_07,sd300b_plain_roll_00001222_07,212,213,1
sd300b_plain_roll_next_subject_impostor_07_00001222_00001223,sd300b,plain_roll_next_subject_impostor,impostor,7,00001222,00001223,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001222_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001223_roll_1000_07.png,7,7,sd300b_plain_roll_00001222_07,sd300b_plain_roll_00001223_07,213,214,1
sd300b_plain_roll_next_subject_impostor_07_00001223_00001224,sd300b,plain_roll_next_subject_impostor,impostor,7,00001223,00001224,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001223_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001224_roll_1000_07.png,7,7,sd300b_plain_roll_00001223_07,sd300b_plain_roll_00001224_07,214,215,1
sd300b_plain_roll_next_subject_impostor_07_00001224_00001225,sd300b,plain_roll_next_subject_impostor,impostor,7,00001224,00001225,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001224_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001225_roll_1000_07.png,7,7,sd300b_plain_roll_00001224_07,sd300b_plain_roll_00001225_07,215,216,1
sd300b_plain_roll_next_subject_impostor_07_00001225_00001226,sd300b,plain_roll_next_subject_impostor,impostor,7,00001225,00001226,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001225_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001226_roll_1000_07.png,7,7,sd300b_plain_roll_00001225_07,sd300b_plain_roll_00001226_07,216,217,1
sd300b_plain_roll_next_subject_impostor_07_00001226_00001227,sd300b,plain_roll_next_subject_impostor,impostor,7,00001226,00001227,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001226_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001227_roll_1000_07.png,7,7,sd300b_plain_roll_00001226_07,sd300b_plain_roll_00001227_07,217,218,1
sd300b_plain_roll_next_subject_impostor_07_00001227_00001228,sd300b,plain_roll_next_subject_impostor,impostor,7,00001227,00001228,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001227_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001228_roll_1000_07.png,7,7,sd300b_plain_roll_00001227_07,sd300b_plain_roll_00001228_07,218,219,1
sd300b_plain_roll_next_subject_impostor_07_00001228_00001229,sd300b,plain_roll_next_subject_impostor,impostor,7,00001228,00001229,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001228_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001229_roll_1000_07.png,7,7,sd300b_plain_roll_00001228_07,sd300b_plain_roll_00001229_07,219,220,1
sd300b_plain_roll_next_subject_impostor_07_00001229_00001230,sd300b,plain_roll_next_subject_impostor,impostor,7,00001229,00001230,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001229_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001230_roll_1000_07.png,7,7,sd300b_plain_roll_00001229_07,sd300b_plain_roll_00001230_07,220,221,1
sd300b_plain_roll_next_subject_impostor_07_00001230_00001232,sd300b,plain_roll_next_subject_impostor,impostor,7,00001230,00001232,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001230_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001232_roll_1000_07.png,7,7,sd300b_plain_roll_00001230_07,sd300b_plain_roll_00001232_07,221,222,1
sd300b_plain_roll_next_subject_impostor_07_00001232_00001233,sd300b,plain_roll_next_subject_impostor,impostor,7,00001232,00001233,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001232_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001233_roll_1000_07.png,7,7,sd300b_plain_roll_00001232_07,sd300b_plain_roll_00001233_07,222,223,1
sd300b_plain_roll_next_subject_impostor_07_00001233_00001234,sd300b,plain_roll_next_subject_impostor,impostor,7,00001233,00001234,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001233_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001234_roll_1000_07.png,7,7,sd300b_plain_roll_00001233_07,sd300b_plain_roll_00001234_07,223,224,1
sd300b_plain_roll_next_subject_impostor_07_00001234_00001235,sd300b,plain_roll_next_subject_impostor,impostor,7,00001234,00001235,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001234_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001235_roll_1000_07.png,7,7,sd300b_plain_roll_00001234_07,sd300b_plain_roll_00001235_07,224,225,1
sd300b_plain_roll_next_subject_impostor_07_00001235_00001236,sd300b,plain_roll_next_subject_impostor,impostor,7,00001235,00001236,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001235_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001236_roll_1000_07.png,7,7,sd300b_plain_roll_00001235_07,sd300b_plain_roll_00001236_07,225,226,1
sd300b_plain_roll_next_subject_impostor_07_00001236_00001237,sd300b,plain_roll_next_subject_impostor,impostor,7,00001236,00001237,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001236_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001237_roll_1000_07.png,7,7,sd300b_plain_roll_00001236_07,sd300b_plain_roll_00001237_07,226,227,1
sd300b_plain_roll_next_subject_impostor_07_00001237_00001238,sd300b,plain_roll_next_subject_impostor,impostor,7,00001237,00001238,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001237_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001238_roll_1000_07.png,7,7,sd300b_plain_roll_00001237_07,sd300b_plain_roll_00001238_07,227,228,1
sd300b_plain_roll_next_subject_impostor_07_00001238_00001239,sd300b,plain_roll_next_subject_impostor,impostor,7,00001238,00001239,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001238_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001239_roll_1000_07.png,7,7,sd300b_plain_roll_00001238_07,sd300b_plain_roll_00001239_07,228,229,1
sd300b_plain_roll_next_subject_impostor_07_00001239_00001240,sd300b,plain_roll_next_subject_impostor,impostor,7,00001239,00001240,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001239_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001240_roll_1000_07.png,7,7,sd300b_plain_roll_00001239_07,sd300b_plain_roll_00001240_07,229,230,1
sd300b_plain_roll_next_subject_impostor_07_00001240_00001241,sd300b,plain_roll_next_subject_impostor,impostor,7,00001240,00001241,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001240_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001241_roll_1000_07.png,7,7,sd300b_plain_roll_00001240_07,sd300b_plain_roll_00001241_07,230,231,1
sd300b_plain_roll_next_subject_impostor_07_00001241_00001242,sd300b,plain_roll_next_subject_impostor,impostor,7,00001241,00001242,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001241_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001242_roll_1000_07.png,7,7,sd300b_plain_roll_00001241_07,sd300b_plain_roll_00001242_07,231,232,1
sd300b_plain_roll_next_subject_impostor_07_00001242_00001243,sd300b,plain_roll_next_subject_impostor,impostor,7,00001242,00001243,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001242_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001243_roll_1000_07.png,7,7,sd300b_plain_roll_00001242_07,sd300b_plain_roll_00001243_07,232,233,1
sd300b_plain_roll_next_subject_impostor_07_00001243_00001244,sd300b,plain_roll_next_subject_impostor,impostor,7,00001243,00001244,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001243_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001244_roll_1000_07.png,7,7,sd300b_plain_roll_00001243_07,sd300b_plain_roll_00001244_07,233,234,1
sd300b_plain_roll_next_subject_impostor_07_00001244_00001245,sd300b,plain_roll_next_subject_impostor,impostor,7,00001244,00001245,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001244_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001245_roll_1000_07.png,7,7,sd300b_plain_roll_00001244_07,sd300b_plain_roll_00001245_07,234,235,1
sd300b_plain_roll_next_subject_impostor_07_00001245_00001246,sd300b,plain_roll_next_subject_impostor,impostor,7,00001245,00001246,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001245_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001246_roll_1000_07.png,7,7,sd300b_plain_roll_00001245_07,sd300b_plain_roll_00001246_07,235,236,1
sd300b_plain_roll_next_subject_impostor_07_00001246_00001247,sd300b,plain_roll_next_subject_impostor,impostor,7,00001246,00001247,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001246_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001247_roll_1000_07.png,7,7,sd300b_plain_roll_00001246_07,sd300b_plain_roll_00001247_07,236,237,1
sd300b_plain_roll_next_subject_impostor_07_00001247_00001248,sd300b,plain_roll_next_subject_impostor,impostor,7,00001247,00001248,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001247_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001248_roll_1000_07.png,7,7,sd300b_plain_roll_00001247_07,sd300b_plain_roll_00001248_07,237,238,1
sd300b_plain_roll_next_subject_impostor_07_00001248_00001249,sd300b,plain_roll_next_subject_impostor,impostor,7,00001248,00001249,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001248_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001249_roll_1000_07.png,7,7,sd300b_plain_roll_00001248_07,sd300b_plain_roll_00001249_07,238,239,1
sd300b_plain_roll_next_subject_impostor_07_00001249_00001250,sd300b,plain_roll_next_subject_impostor,impostor,7,00001249,00001250,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001249_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001250_roll_1000_07.png,7,7,sd300b_plain_roll_00001249_07,sd300b_plain_roll_00001250_07,239,240,1
sd300b_plain_roll_next_subject_impostor_07_00001250_00001251,sd300b,plain_roll_next_subject_impostor,impostor,7,00001250,00001251,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001250_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001251_roll_1000_07.png,7,7,sd300b_plain_roll_00001250_07,sd300b_plain_roll_00001251_07,240,241,1
sd300b_plain_roll_next_subject_impostor_07_00001251_00001252,sd300b,plain_roll_next_subject_impostor,impostor,7,00001251,00001252,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001251_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001252_roll_1000_07.png,7,7,sd300b_plain_roll_00001251_07,sd300b_plain_roll_00001252_07,241,242,1
sd300b_plain_roll_next_subject_impostor_07_00001252_00001253,sd300b,plain_roll_next_subject_impostor,impostor,7,00001252,00001253,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001252_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001253_roll_1000_07.png,7,7,sd300b_plain_roll_00001252_07,sd300b_plain_roll_00001253_07,242,243,1
sd300b_plain_roll_next_subject_impostor_07_00001253_00001254,sd300b,plain_roll_next_subject_impostor,impostor,7,00001253,00001254,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001253_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001254_roll_1000_07.png,7,7,sd300b_plain_roll_00001253_07,sd300b_plain_roll_00001254_07,243,244,1
sd300b_plain_roll_next_subject_impostor_07_00001254_00001256,sd300b,plain_roll_next_subject_impostor,impostor,7,00001254,00001256,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001254_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001256_roll_1000_07.png,7,7,sd300b_plain_roll_00001254_07,sd300b_plain_roll_00001256_07,244,245,1
sd300b_plain_roll_next_subject_impostor_07_00001256_00001257,sd300b,plain_roll_next_subject_impostor,impostor,7,00001256,00001257,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001256_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001257_roll_1000_07.png,7,7,sd300b_plain_roll_00001256_07,sd300b_plain_roll_00001257_07,245,246,1
sd300b_plain_roll_next_subject_impostor_07_00001257_00001258,sd300b,plain_roll_next_subject_impostor,impostor,7,00001257,00001258,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001257_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001258_roll_1000_07.png,7,7,sd300b_plain_roll_00001257_07,sd300b_plain_roll_00001258_07,246,247,1
sd300b_plain_roll_next_subject_impostor_07_00001258_00001259,sd300b,plain_roll_next_subject_impostor,impostor,7,00001258,00001259,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001258_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001259_roll_1000_07.png,7,7,sd300b_plain_roll_00001258_07,sd300b_plain_roll_00001259_07,247,248,1
sd300b_plain_roll_next_subject_impostor_07_00001259_00001260,sd300b,plain_roll_next_subject_impostor,impostor,7,00001259,00001260,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001259_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001260_roll_1000_07.png,7,7,sd300b_plain_roll_00001259_07,sd300b_plain_roll_00001260_07,248,249,1
sd300b_plain_roll_next_subject_impostor_07_00001260_00001261,sd300b,plain_roll_next_subject_impostor,impostor,7,00001260,00001261,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001260_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001261_roll_1000_07.png,7,7,sd300b_plain_roll_00001260_07,sd300b_plain_roll_00001261_07,249,250,1
sd300b_plain_roll_next_subject_impostor_07_00001261_00001262,sd300b,plain_roll_next_subject_impostor,impostor,7,00001261,00001262,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001261_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001262_roll_1000_07.png,7,7,sd300b_plain_roll_00001261_07,sd300b_plain_roll_00001262_07,250,251,1
sd300b_plain_roll_next_subject_impostor_07_00001262_00001263,sd300b,plain_roll_next_subject_impostor,impostor,7,00001262,00001263,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001262_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001263_roll_1000_07.png,7,7,sd300b_plain_roll_00001262_07,sd300b_plain_roll_00001263_07,251,252,1
sd300b_plain_roll_next_subject_impostor_07_00001263_00001264,sd300b,plain_roll_next_subject_impostor,impostor,7,00001263,00001264,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001263_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001264_roll_1000_07.png,7,7,sd300b_plain_roll_00001263_07,sd300b_plain_roll_00001264_07,252,253,1
sd300b_plain_roll_next_subject_impostor_07_00001264_00001265,sd300b,plain_roll_next_subject_impostor,impostor,7,00001264,00001265,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001264_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001265_roll_1000_07.png,7,7,sd300b_plain_roll_00001264_07,sd300b_plain_roll_00001265_07,253,254,1
sd300b_plain_roll_next_subject_impostor_07_00001265_00001266,sd300b,plain_roll_next_subject_impostor,impostor,7,00001265,00001266,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001265_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001266_roll_1000_07.png,7,7,sd300b_plain_roll_00001265_07,sd300b_plain_roll_00001266_07,254,255,1
