negative_pair_id,dataset,protocol,canonical_finger_position,subject_id_a,subject_id_b,selection_index_a,selection_index_b,plain_group_index,roll_group_index,shift,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_plain_roll_pair_id_a,source_plain_roll_pair_id_b
sd300b_plain_roll_next_subject_impostor_05_00001051_00001000,sd300b,plain_roll_next_subject_impostor,5,00001051,00001000,494,5,48,0,1,1000,5,5,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001051_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001000_roll_1000_05.png,sd300b_plain_roll_00001051_05,sd300b_plain_roll_00001000_05
sd300b_plain_roll_next_subject_impostor_06_00001000_00001002,sd300b,plain_roll_next_subject_impostor,6,00001000,00001002,6,24,0,1,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001000_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001002_roll_1000_06.png,sd300b_plain_roll_00001000_06,sd300b_plain_roll_00001002_06
sd300b_plain_roll_next_subject_impostor_06_00001002_00001003,sd300b,plain_roll_next_subject_impostor,6,00001002,00001003,24,34,1,2,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001002_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001003_roll_1000_06.png,sd300b_plain_roll_00001002_06,sd300b_plain_roll_00001003_06
sd300b_plain_roll_next_subject_impostor_06_00001003_00001004,sd300b,plain_roll_next_subject_impostor,6,00001003,00001004,34,44,2,3,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001003_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_06.png,sd300b_plain_roll_00001003_06,sd300b_plain_roll_00001004_06
sd300b_plain_roll_next_subject_impostor_06_00001004_00001005,sd300b,plain_roll_next_subject_impostor,6,00001004,00001005,44,52,3,4,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_06.png,sd300b_plain_roll_00001004_06,sd300b_plain_roll_00001005_06
sd300b_plain_roll_next_subject_impostor_06_00001005_00001006,sd300b,plain_roll_next_subject_impostor,6,00001005,00001006,52,62,4,5,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_06.png,sd300b_plain_roll_00001005_06,sd300b_plain_roll_00001006_06
sd300b_plain_roll_next_subject_impostor_06_00001006_00001007,sd300b,plain_roll_next_subject_impostor,6,00001006,00001007,62,72,5,6,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_06.png,sd300b_plain_roll_00001006_06,sd300b_plain_roll_00001007_06
sd300b_plain_roll_next_subject_impostor_06_00001007_00001008,sd300b,plain_roll_next_subject_impostor,6,00001007,00001008,72,82,6,7,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001008_roll_1000_06.png,sd300b_plain_roll_00001007_06,sd300b_plain_roll_00001008_06
sd300b_plain_roll_next_subject_impostor_06_00001008_00001009,sd300b,plain_roll_next_subject_impostor,6,00001008,00001009,82,92,7,8,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001008_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_06.png,sd300b_plain_roll_00001008_06,sd300b_plain_roll_00001009_06
sd300b_plain_roll_next_subject_impostor_06_00001009_00001010,sd300b,plain_roll_next_subject_impostor,6,00001009,00001010,92,102,8,9,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_06.png,sd300b_plain_roll_00001009_06,sd300b_plain_roll_00001010_06
sd300b_plain_roll_next_subject_impostor_06_00001010_00001011,sd300b,plain_roll_next_subject_impostor,6,00001010,00001011,102,112,9,10,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001011_roll_1000_06.png,sd300b_plain_roll_00001010_06,sd300b_plain_roll_00001011_06
sd300b_plain_roll_next_subject_impostor_06_00001011_00001012,sd300b,plain_roll_next_subject_impostor,6,00001011,00001012,112,122,10,11,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001011_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_06.png,sd300b_plain_roll_00001011_06,sd300b_plain_roll_00001012_06
sd300b_plain_roll_next_subject_impostor_06_00001012_00001013,sd300b,plain_roll_next_subject_impostor,6,00001012,00001013,122,132,11,12,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_06.png,sd300b_plain_roll_00001012_06,sd300b_plain_roll_00001013_06
sd300b_plain_roll_next_subject_impostor_06_00001013_00001014,sd300b,plain_roll_next_subject_impostor,6,00001013,00001014,132,142,12,13,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001014_roll_1000_06.png,sd300b_plain_roll_00001013_06,sd300b_plain_roll_00001014_06
sd300b_plain_roll_next_subject_impostor_06_00001014_00001015,sd300b,plain_roll_next_subject_impostor,6,00001014,00001015,142,152,13,14,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001014_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001015_roll_1000_06.png,sd300b_plain_roll_00001014_06,sd300b_plain_roll_00001015_06
sd300b_plain_roll_next_subject_impostor_06_00001015_00001016,sd300b,plain_roll_next_subject_impostor,6,00001015,00001016,152,162,14,15,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001015_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001016_roll_1000_06.png,sd300b_plain_roll_00001015_06,sd300b_plain_roll_00001016_06
sd300b_plain_roll_next_subject_impostor_06_00001016_00001017,sd300b,plain_roll_next_subject_impostor,6,00001016,00001017,162,172,15,16,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001016_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001017_roll_1000_06.png,sd300b_plain_roll_00001016_06,sd300b_plain_roll_00001017_06
sd300b_plain_roll_next_subject_impostor_06_00001017_00001018,sd300b,plain_roll_next_subject_impostor,6,00001017,00001018,172,182,16,17,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001017_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001018_roll_1000_06.png,sd300b_plain_roll_00001017_06,sd300b_plain_roll_00001018_06
sd300b_plain_roll_next_subject_impostor_06_00001018_00001019,sd300b,plain_roll_next_subject_impostor,6,00001018,00001019,182,191,17,18,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001018_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001019_roll_1000_06.png,sd300b_plain_roll_00001018_06,sd300b_plain_roll_00001019_06
sd300b_plain_roll_next_subject_impostor_06_00001019_00001020,sd300b,plain_roll_next_subject_impostor,6,00001019,00001020,191,199,18,19,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001019_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001020_roll_1000_06.png,sd300b_plain_roll_00001019_06,sd300b_plain_roll_00001020_06
sd300b_plain_roll_next_subject_impostor_06_00001020_00001021,sd300b,plain_roll_next_subject_impostor,6,00001020,00001021,199,208,19,20,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001020_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001021_roll_1000_06.png,sd300b_plain_roll_00001020_06,sd300b_plain_roll_00001021_06
sd300b_plain_roll_next_subject_impostor_06_00001021_00001022,sd300b,plain_roll_next_subject_impostor,6,00001021,00001022,208,218,20,21,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001021_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001022_roll_1000_06.png,sd300b_plain_roll_00001021_06,sd300b_plain_roll_00001022_06
sd300b_plain_roll_next_subject_impostor_06_00001022_00001023,sd300b,plain_roll_next_subject_impostor,6,00001022,00001023,218,228,21,22,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001022_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001023_roll_1000_06.png,sd300b_plain_roll_00001022_06,sd300b_plain_roll_00001023_06
sd300b_plain_roll_next_subject_impostor_06_00001023_00001024,sd300b,plain_roll_next_subject_impostor,6,00001023,00001024,228,238,22,23,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001023_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001024_roll_1000_06.png,sd300b_plain_roll_00001023_06,sd300b_plain_roll_00001024_06
sd300b_plain_roll_next_subject_impostor_06_00001024_00001025,sd300b,plain_roll_next_subject_impostor,6,00001024,00001025,238,248,23,24,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001024_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001025_roll_1000_06.png,sd300b_plain_roll_00001024_06,sd300b_plain_roll_00001025_06
sd300b_plain_roll_next_subject_impostor_06_00001025_00001026,sd300b,plain_roll_next_subject_impostor,6,00001025,00001026,248,258,24,25,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001025_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001026_roll_1000_06.png,sd300b_plain_roll_00001025_06,sd300b_plain_roll_00001026_06
sd300b_plain_roll_next_subject_impostor_06_00001026_00001027,sd300b,plain_roll_next_subject_impostor,6,00001026,00001027,258,268,25,26,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001027_roll_1000_06.png,sd300b_plain_roll_00001026_06,sd300b_plain_roll_00001027_06
sd300b_plain_roll_next_subject_impostor_06_00001027_00001028,sd300b,plain_roll_next_subject_impostor,6,00001027,00001028,268,278,26,27,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001028_roll_1000_06.png,sd300b_plain_roll_00001027_06,sd300b_plain_roll_00001028_06
sd300b_plain_roll_next_subject_impostor_06_00001028_00001029,sd300b,plain_roll_next_subject_impostor,6,00001028,00001029,278,288,27,28,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_06.png,sd300b_plain_roll_00001028_06,sd300b_plain_roll_00001029_06
sd300b_plain_roll_next_subject_impostor_06_00001029_00001030,sd300b,plain_roll_next_subject_impostor,6,00001029,00001030,288,298,28,29,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_06.png,sd300b_plain_roll_00001029_06,sd300b_plain_roll_00001030_06
sd300b_plain_roll_next_subject_impostor_06_00001030_00001031,sd300b,plain_roll_next_subject_impostor,6,00001030,00001031,298,308,29,30,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_06.png,sd300b_plain_roll_00001030_06,sd300b_plain_roll_00001031_06
sd300b_plain_roll_next_subject_impostor_06_00001031_00001032,sd300b,plain_roll_next_subject_impostor,6,00001031,00001032,308,318,30,31,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_06.png,sd300b_plain_roll_00001031_06,sd300b_plain_roll_00001032_06
sd300b_plain_roll_next_subject_impostor_06_00001032_00001033,sd300b,plain_roll_next_subject_impostor,6,00001032,00001033,318,328,31,32,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001033_roll_1000_06.png,sd300b_plain_roll_00001032_06,sd300b_plain_roll_00001033_06
sd300b_plain_roll_next_subject_impostor_06_00001033_00001034,sd300b,plain_roll_next_subject_impostor,6,00001033,00001034,328,338,32,33,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001033_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001034_roll_1000_06.png,sd300b_plain_roll_00001033_06,sd300b_plain_roll_00001034_06
sd300b_plain_roll_next_subject_impostor_06_00001034_00001035,sd300b,plain_roll_next_subject_impostor,6,00001034,00001035,338,348,33,34,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001034_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001035_roll_1000_06.png,sd300b_plain_roll_00001034_06,sd300b_plain_roll_00001035_06
sd300b_plain_roll_next_subject_impostor_06_00001035_00001036,sd300b,plain_roll_next_subject_impostor,6,00001035,00001036,348,358,34,35,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001035_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001036_roll_1000_06.png,sd300b_plain_roll_00001035_06,sd300b_plain_roll_00001036_06
sd300b_plain_roll_next_subject_impostor_06_00001036_00001037,sd300b,plain_roll_next_subject_impostor,6,00001036,00001037,358,368,35,36,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001036_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001037_roll_1000_06.png,sd300b_plain_roll_00001036_06,sd300b_plain_roll_00001037_06
sd300b_plain_roll_next_subject_impostor_06_00001037_00001038,sd300b,plain_roll_next_subject_impostor,6,00001037,00001038,368,378,36,37,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001037_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001038_roll_1000_06.png,sd300b_plain_roll_00001037_06,sd300b_plain_roll_00001038_06
sd300b_plain_roll_next_subject_impostor_06_00001038_00001039,sd300b,plain_roll_next_subject_impostor,6,00001038,00001039,378,388,37,38,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_06.png,sd300b_plain_roll_00001038_06,sd300b_plain_roll_00001039_06
sd300b_plain_roll_next_subject_impostor_06_00001039_00001040,sd300b,plain_roll_next_subject_impostor,6,00001039,00001040,388,396,38,39,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001040_roll_1000_06.png,sd300b_plain_roll_00001039_06,sd300b_plain_roll_00001040_06
sd300b_plain_roll_next_subject_impostor_06_00001040_00001041,sd300b,plain_roll_next_subject_impostor,6,00001040,00001041,396,405,39,40,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_06.png,sd300b_plain_roll_00001040_06,sd300b_plain_roll_00001041_06
sd300b_plain_roll_next_subject_impostor_06_00001041_00001042,sd300b,plain_roll_next_subject_impostor,6,00001041,00001042,405,415,40,41,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_06.png,sd300b_plain_roll_00001041_06,sd300b_plain_roll_00001042_06
sd300b_plain_roll_next_subject_impostor_06_00001042_00001043,sd300b,plain_roll_next_subject_impostor,6,00001042,00001043,415,425,41,42,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001042_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001043_roll_1000_06.png,sd300b_plain_roll_00001042_06,sd300b_plain_roll_00001043_06
sd300b_plain_roll_next_subject_impostor_06_00001043_00001044,sd300b,plain_roll_next_subject_impostor,6,00001043,00001044,425,434,42,43,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001043_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001044_roll_1000_06.png,sd300b_plain_roll_00001043_06,sd300b_plain_roll_00001044_06
sd300b_plain_roll_next_subject_impostor_06_00001044_00001045,sd300b,plain_roll_next_subject_impostor,6,00001044,00001045,434,443,43,44,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001045_roll_1000_06.png,sd300b_plain_roll_00001044_06,sd300b_plain_roll_00001045_06
sd300b_plain_roll_next_subject_impostor_06_00001045_00001046,sd300b,plain_roll_next_subject_impostor,6,00001045,00001046,443,452,44,45,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001045_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001046_roll_1000_06.png,sd300b_plain_roll_00001045_06,sd300b_plain_roll_00001046_06
sd300b_plain_roll_next_subject_impostor_06_00001046_00001047,sd300b,plain_roll_next_subject_impostor,6,00001046,00001047,452,461,45,46,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001046_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001047_roll_1000_06.png,sd300b_plain_roll_00001046_06,sd300b_plain_roll_00001047_06
sd300b_plain_roll_next_subject_impostor_06_00001047_00001048,sd300b,plain_roll_next_subject_impostor,6,00001047,00001048,461,471,46,47,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001047_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001048_roll_1000_06.png,sd300b_plain_roll_00001047_06,sd300b_plain_roll_00001048_06
sd300b_plain_roll_next_subject_impostor_06_00001048_00001049,sd300b,plain_roll_next_subject_impostor,6,00001048,00001049,471,481,47,48,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001048_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001049_roll_1000_06.png,sd300b_plain_roll_00001048_06,sd300b_plain_roll_00001049_06
sd300b_plain_roll_next_subject_impostor_06_00001049_00001050,sd300b,plain_roll_next_subject_impostor,6,00001049,00001050,481,491,48,49,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001049_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001050_roll_1000_06.png,sd300b_plain_roll_00001049_06,sd300b_plain_roll_00001050_06
sd300b_plain_roll_next_subject_impostor_06_00001050_00001051,sd300b,plain_roll_next_subject_impostor,6,00001050,00001051,491,495,49,50,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001051_roll_1000_06.png,sd300b_plain_roll_00001050_06,sd300b_plain_roll_00001051_06
sd300b_plain_roll_next_subject_impostor_06_00001051_00001000,sd300b,plain_roll_next_subject_impostor,6,00001051,00001000,495,6,50,0,1,1000,12,6,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001051_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001000_roll_1000_06.png,sd300b_plain_roll_00001051_06,sd300b_plain_roll_00001000_06
sd300b_plain_roll_next_subject_impostor_07_00001000_00001001,sd300b,plain_roll_next_subject_impostor,7,00001000,00001001,7,15,0,1,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001000_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001001_roll_1000_07.png,sd300b_plain_roll_00001000_07,sd300b_plain_roll_00001001_07
sd300b_plain_roll_next_subject_impostor_07_00001001_00001002,sd300b,plain_roll_next_subject_impostor,7,00001001,00001002,15,25,1,2,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001001_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001002_roll_1000_07.png,sd300b_plain_roll_00001001_07,sd300b_plain_roll_00001002_07
sd300b_plain_roll_next_subject_impostor_07_00001002_00001003,sd300b,plain_roll_next_subject_impostor,7,00001002,00001003,25,35,2,3,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001002_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001003_roll_1000_07.png,sd300b_plain_roll_00001002_07,sd300b_plain_roll_00001003_07
sd300b_plain_roll_next_subject_impostor_07_00001003_00001004,sd300b,plain_roll_next_subject_impostor,7,00001003,00001004,35,45,3,4,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001003_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_07.png,sd300b_plain_roll_00001003_07,sd300b_plain_roll_00001004_07
sd300b_plain_roll_next_subject_impostor_07_00001004_00001005,sd300b,plain_roll_next_subject_impostor,7,00001004,00001005,45,53,4,5,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_07.png,sd300b_plain_roll_00001004_07,sd300b_plain_roll_00001005_07
sd300b_plain_roll_next_subject_impostor_07_00001005_00001006,sd300b,plain_roll_next_subject_impostor,7,00001005,00001006,53,63,5,6,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_07.png,sd300b_plain_roll_00001005_07,sd300b_plain_roll_00001006_07
sd300b_plain_roll_next_subject_impostor_07_00001006_00001007,sd300b,plain_roll_next_subject_impostor,7,00001006,00001007,63,73,6,7,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_07.png,sd300b_plain_roll_00001006_07,sd300b_plain_roll_00001007_07
sd300b_plain_roll_next_subject_impostor_07_00001007_00001008,sd300b,plain_roll_next_subject_impostor,7,00001007,00001008,73,83,7,8,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001008_roll_1000_07.png,sd300b_plain_roll_00001007_07,sd300b_plain_roll_00001008_07
sd300b_plain_roll_next_subject_impostor_07_00001008_00001009,sd300b,plain_roll_next_subject_impostor,7,00001008,00001009,83,93,8,9,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001008_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_07.png,sd300b_plain_roll_00001008_07,sd300b_plain_roll_00001009_07
sd300b_plain_roll_next_subject_impostor_07_00001009_00001010,sd300b,plain_roll_next_subject_impostor,7,00001009,00001010,93,103,9,10,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_07.png,sd300b_plain_roll_00001009_07,sd300b_plain_roll_00001010_07
sd300b_plain_roll_next_subject_impostor_07_00001010_00001011,sd300b,plain_roll_next_subject_impostor,7,00001010,00001011,103,113,10,11,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001011_roll_1000_07.png,sd300b_plain_roll_00001010_07,sd300b_plain_roll_00001011_07
sd300b_plain_roll_next_subject_impostor_07_00001011_00001012,sd300b,plain_roll_next_subject_impostor,7,00001011,00001012,113,123,11,12,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001011_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_07.png,sd300b_plain_roll_00001011_07,sd300b_plain_roll_00001012_07
sd300b_plain_roll_next_subject_impostor_07_00001012_00001013,sd300b,plain_roll_next_subject_impostor,7,00001012,00001013,123,133,12,13,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_07.png,sd300b_plain_roll_00001012_07,sd300b_plain_roll_00001013_07
sd300b_plain_roll_next_subject_impostor_07_00001013_00001014,sd300b,plain_roll_next_subject_impostor,7,00001013,00001014,133,143,13,14,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001014_roll_1000_07.png,sd300b_plain_roll_00001013_07,sd300b_plain_roll_00001014_07
sd300b_plain_roll_next_subject_impostor_07_00001014_00001015,sd300b,plain_roll_next_subject_impostor,7,00001014,00001015,143,153,14,15,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001014_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001015_roll_1000_07.png,sd300b_plain_roll_00001014_07,sd300b_plain_roll_00001015_07
sd300b_plain_roll_next_subject_impostor_07_00001015_00001016,sd300b,plain_roll_next_subject_impostor,7,00001015,00001016,153,163,15,16,1,1000,7,7,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001015_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001016_roll_1000_07.png,sd300b_plain_roll_00001015_07,sd300b_plain_roll_00001016_07
