dataset,subject_id,canonical_finger_position,plain_self_pair_id,roll_self_pair_id,base_plain_roll_pair_id,plain_self_decision,roll_self_decision,plain_self_status,roll_self_status,plain_self_raw_score,roll_self_raw_score,plain_self_keypoint_count_a,plain_self_keypoint_count_b,plain_self_candidate_match_count,plain_self_geometric_inlier_count,plain_self_inlier_ratio,plain_self_geometric_model_status,roll_self_keypoint_count_a,roll_self_keypoint_count_b,roll_self_candidate_match_count,roll_self_geometric_inlier_count,roll_self_inlier_ratio,roll_self_geometric_model_status
sd300b,00001415,7,sd300b_plain_self_00001415_07,sd300b_roll_self_00001415_07,sd300b_plain_roll_00001415_07,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001415,8,sd300b_plain_self_00001415_08,sd300b_roll_self_00001415_08,sd300b_plain_roll_00001415_08,accepted,accepted,ok,ok,2341.0,3000.0,2341,2341,2341,2341,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001415,9,sd300b_plain_self_00001415_09,sd300b_roll_self_00001415_09,sd300b_plain_roll_00001415_09,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001415,10,sd300b_plain_self_00001415_10,sd300b_roll_self_00001415_10,sd300b_plain_roll_00001415_10,accepted,accepted,ok,ok,2440.0,3001.0,2440,2440,2440,2440,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001416,1,sd300b_plain_self_00001416_01,sd300b_roll_self_00001416_01,sd300b_plain_roll_00001416_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001416,2,sd300b_plain_self_00001416_02,sd300b_roll_self_00001416_02,sd300b_plain_roll_00001416_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001416,3,sd300b_plain_self_00001416_03,sd300b_roll_self_00001416_03,sd300b_plain_roll_00001416_03,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001416,4,sd300b_plain_self_00001416_04,sd300b_roll_self_00001416_04,sd300b_plain_roll_00001416_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001416,5,sd300b_plain_self_00001416_05,sd300b_roll_self_00001416_05,sd300b_plain_roll_00001416_05,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001416,6,sd300b_plain_self_00001416_06,sd300b_roll_self_00001416_06,sd300b_plain_roll_00001416_06,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001416,7,sd300b_plain_self_00001416_07,sd300b_roll_self_00001416_07,sd300b_plain_roll_00001416_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001416,8,sd300b_plain_self_00001416_08,sd300b_roll_self_00001416_08,sd300b_plain_roll_00001416_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001416,9,sd300b_plain_self_00001416_09,sd300b_roll_self_00001416_09,sd300b_plain_roll_00001416_09,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001416,10,sd300b_plain_self_00001416_10,sd300b_roll_self_00001416_10,sd300b_plain_roll_00001416_10,accepted,accepted,ok,ok,2508.0,3000.0,2508,2508,2508,2508,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001417,2,sd300b_plain_self_00001417_02,sd300b_roll_self_00001417_02,sd300b_plain_roll_00001417_02,accepted,accepted,ok,ok,2905.0,3000.0,2905,2905,2905,2905,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001417,3,sd300b_plain_self_00001417_03,sd300b_roll_self_00001417_03,sd300b_plain_roll_00001417_03,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001417,4,sd300b_plain_self_00001417_04,sd300b_roll_self_00001417_04,sd300b_plain_roll_00001417_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001417,5,sd300b_plain_self_00001417_05,sd300b_roll_self_00001417_05,sd300b_plain_roll_00001417_05,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001417,7,sd300b_plain_self_00001417_07,sd300b_roll_self_00001417_07,sd300b_plain_roll_00001417_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001417,8,sd300b_plain_self_00001417_08,sd300b_roll_self_00001417_08,sd300b_plain_roll_00001417_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001417,9,sd300b_plain_self_00001417_09,sd300b_roll_self_00001417_09,sd300b_plain_roll_00001417_09,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001417,10,sd300b_plain_self_00001417_10,sd300b_roll_self_00001417_10,sd300b_plain_roll_00001417_10,accepted,accepted,ok,ok,2622.0,3000.0,2622,2622,2622,2622,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,1,sd300b_plain_self_00001418_01,sd300b_roll_self_00001418_01,sd300b_plain_roll_00001418_01,accepted,accepted,ok,ok,3002.0,3000.0,3002,3002,3002,3002,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,2,sd300b_plain_self_00001418_02,sd300b_roll_self_00001418_02,sd300b_plain_roll_00001418_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,3,sd300b_plain_self_00001418_03,sd300b_roll_self_00001418_03,sd300b_plain_roll_00001418_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,4,sd300b_plain_self_00001418_04,sd300b_roll_self_00001418_04,sd300b_plain_roll_00001418_04,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001418,5,sd300b_plain_self_00001418_05,sd300b_roll_self_00001418_05,sd300b_plain_roll_00001418_05,accepted,accepted,ok,ok,2933.0,3000.0,2933,2933,2933,2933,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,6,sd300b_plain_self_00001418_06,sd300b_roll_self_00001418_06,sd300b_plain_roll_00001418_06,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,7,sd300b_plain_self_00001418_07,sd300b_roll_self_00001418_07,sd300b_plain_roll_00001418_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,8,sd300b_plain_self_00001418_08,sd300b_roll_self_00001418_08,sd300b_plain_roll_00001418_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,9,sd300b_plain_self_00001418_09,sd300b_roll_self_00001418_09,sd300b_plain_roll_00001418_09,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001418,10,sd300b_plain_self_00001418_10,sd300b_roll_self_00001418_10,sd300b_plain_roll_00001418_10,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001419,1,sd300b_plain_self_00001419_01,sd300b_roll_self_00001419_01,sd300b_plain_roll_00001419_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001419,2,sd300b_plain_self_00001419_02,sd300b_roll_self_00001419_02,sd300b_plain_roll_00001419_02,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001419,3,sd300b_plain_self_00001419_03,sd300b_roll_self_00001419_03,sd300b_plain_roll_00001419_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001419,4,sd300b_plain_self_00001419_04,sd300b_roll_self_00001419_04,sd300b_plain_roll_00001419_04,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001419,5,sd300b_plain_self_00001419_05,sd300b_roll_self_00001419_05,sd300b_plain_roll_00001419_05,accepted,accepted,ok,ok,2018.0,3000.0,2018,2018,2018,2018,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001419,6,sd300b_plain_self_00001419_06,sd300b_roll_self_00001419_06,sd300b_plain_roll_00001419_06,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001419,7,sd300b_plain_self_00001419_07,sd300b_roll_self_00001419_07,sd300b_plain_roll_00001419_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001419,8,sd300b_plain_self_00001419_08,sd300b_roll_self_00001419_08,sd300b_plain_roll_00001419_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001419,9,sd300b_plain_self_00001419_09,sd300b_roll_self_00001419_09,sd300b_plain_roll_00001419_09,accepted,accepted,ok,ok,3002.0,3000.0,3002,3002,3002,3002,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001419,10,sd300b_plain_self_00001419_10,sd300b_roll_self_00001419_10,sd300b_plain_roll_00001419_10,accepted,accepted,ok,ok,2300.0,3001.0,2300,2300,2300,2300,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001420,1,sd300b_plain_self_00001420_01,sd300b_roll_self_00001420_01,sd300b_plain_roll_00001420_01,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001420,2,sd300b_plain_self_00001420_02,sd300b_roll_self_00001420_02,sd300b_plain_roll_00001420_02,accepted,accepted,ok,ok,2444.0,3000.0,2444,2444,2444,2444,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001420,3,sd300b_plain_self_00001420_03,sd300b_roll_self_00001420_03,sd300b_plain_roll_00001420_03,accepted,accepted,ok,ok,2897.0,3000.0,2897,2897,2897,2897,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001420,4,sd300b_plain_self_00001420_04,sd300b_roll_self_00001420_04,sd300b_plain_roll_00001420_04,accepted,accepted,ok,ok,2109.0,3000.0,2109,2109,2109,2109,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001420,5,sd300b_plain_self_00001420_05,sd300b_roll_self_00001420_05,sd300b_plain_roll_00001420_05,accepted,accepted,ok,ok,2640.0,3000.0,2640,2640,2640,2640,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001420,6,sd300b_plain_self_00001420_06,sd300b_roll_self_00001420_06,sd300b_plain_roll_00001420_06,accepted,accepted,ok,ok,3001.0,3001.0,3001,3001,3001,3001,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001420,7,sd300b_plain_self_00001420_07,sd300b_roll_self_00001420_07,sd300b_plain_roll_00001420_07,accepted,accepted,ok,ok,2875.0,3000.0,2875,2875,2875,2875,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001420,8,sd300b_plain_self_00001420_08,sd300b_roll_self_00001420_08,sd300b_plain_roll_00001420_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001420,9,sd300b_plain_self_00001420_09,sd300b_roll_self_00001420_09,sd300b_plain_roll_00001420_09,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001420,10,sd300b_plain_self_00001420_10,sd300b_roll_self_00001420_10,sd300b_plain_roll_00001420_10,accepted,accepted,ok,ok,1990.0,3001.0,1990,1990,1990,1990,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001421,1,sd300b_plain_self_00001421_01,sd300b_roll_self_00001421_01,sd300b_plain_roll_00001421_01,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001421,2,sd300b_plain_self_00001421_02,sd300b_roll_self_00001421_02,sd300b_plain_roll_00001421_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001421,3,sd300b_plain_self_00001421_03,sd300b_roll_self_00001421_03,sd300b_plain_roll_00001421_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001421,4,sd300b_plain_self_00001421_04,sd300b_roll_self_00001421_04,sd300b_plain_roll_00001421_04,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001421,5,sd300b_plain_self_00001421_05,sd300b_roll_self_00001421_05,sd300b_plain_roll_00001421_05,accepted,accepted,ok,ok,2029.0,3000.0,2029,2029,2029,2029,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001421,6,sd300b_plain_self_00001421_06,sd300b_roll_self_00001421_06,sd300b_plain_roll_00001421_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001421,7,sd300b_plain_self_00001421_07,sd300b_roll_self_00001421_07,sd300b_plain_roll_00001421_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001421,8,sd300b_plain_self_00001421_08,sd300b_roll_self_00001421_08,sd300b_plain_roll_00001421_08,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001421,9,sd300b_plain_self_00001421_09,sd300b_roll_self_00001421_09,sd300b_plain_roll_00001421_09,accepted,accepted,ok,ok,2553.0,3000.0,2553,2553,2553,2553,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001421,10,sd300b_plain_self_00001421_10,sd300b_roll_self_00001421_10,sd300b_plain_roll_00001421_10,accepted,accepted,ok,ok,1301.0,3001.0,1301,1301,1301,1301,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001422,1,sd300b_plain_self_00001422_01,sd300b_roll_self_00001422_01,sd300b_plain_roll_00001422_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001422,2,sd300b_plain_self_00001422_02,sd300b_roll_self_00001422_02,sd300b_plain_roll_00001422_02,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001422,3,sd300b_plain_self_00001422_03,sd300b_roll_self_00001422_03,sd300b_plain_roll_00001422_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001422,4,sd300b_plain_self_00001422_04,sd300b_roll_self_00001422_04,sd300b_plain_roll_00001422_04,accepted,accepted,ok,ok,3002.0,3000.0,3002,3002,3002,3002,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001422,5,sd300b_plain_self_00001422_05,sd300b_roll_self_00001422_05,sd300b_plain_roll_00001422_05,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001422,6,sd300b_plain_self_00001422_06,sd300b_roll_self_00001422_06,sd300b_plain_roll_00001422_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001422,7,sd300b_plain_self_00001422_07,sd300b_roll_self_00001422_07,sd300b_plain_roll_00001422_07,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001422,8,sd300b_plain_self_00001422_08,sd300b_roll_self_00001422_08,sd300b_plain_roll_00001422_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001422,9,sd300b_plain_self_00001422_09,sd300b_roll_self_00001422_09,sd300b_plain_roll_00001422_09,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001422,10,sd300b_plain_self_00001422_10,sd300b_roll_self_00001422_10,sd300b_plain_roll_00001422_10,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001423,1,sd300b_plain_self_00001423_01,sd300b_roll_self_00001423_01,sd300b_plain_roll_00001423_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001423,2,sd300b_plain_self_00001423_02,sd300b_roll_self_00001423_02,sd300b_plain_roll_00001423_02,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001423,3,sd300b_plain_self_00001423_03,sd300b_roll_self_00001423_03,sd300b_plain_roll_00001423_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001423,4,sd300b_plain_self_00001423_04,sd300b_roll_self_00001423_04,sd300b_plain_roll_00001423_04,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001423,5,sd300b_plain_self_00001423_05,sd300b_roll_self_00001423_05,sd300b_plain_roll_00001423_05,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001423,6,sd300b_plain_self_00001423_06,sd300b_roll_self_00001423_06,sd300b_plain_roll_00001423_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001423,7,sd300b_plain_self_00001423_07,sd300b_roll_self_00001423_07,sd300b_plain_roll_00001423_07,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001423,8,sd300b_plain_self_00001423_08,sd300b_roll_self_00001423_08,sd300b_plain_roll_00001423_08,accepted,accepted,ok,ok,3000.0,3002.0,3000,3000,3000,3000,1.0,success,3002,3002,3002,3002,1.0,success
sd300b,00001423,9,sd300b_plain_self_00001423_09,sd300b_roll_self_00001423_09,sd300b_plain_roll_00001423_09,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001423,10,sd300b_plain_self_00001423_10,sd300b_roll_self_00001423_10,sd300b_plain_roll_00001423_10,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001424,1,sd300b_plain_self_00001424_01,sd300b_roll_self_00001424_01,sd300b_plain_roll_00001424_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001424,2,sd300b_plain_self_00001424_02,sd300b_roll_self_00001424_02,sd300b_plain_roll_00001424_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001424,3,sd300b_plain_self_00001424_03,sd300b_roll_self_00001424_03,sd300b_plain_roll_00001424_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001424,4,sd300b_plain_self_00001424_04,sd300b_roll_self_00001424_04,sd300b_plain_roll_00001424_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001424,5,sd300b_plain_self_00001424_05,sd300b_roll_self_00001424_05,sd300b_plain_roll_00001424_05,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001424,6,sd300b_plain_self_00001424_06,sd300b_roll_self_00001424_06,sd300b_plain_roll_00001424_06,accepted,accepted,ok,ok,3001.0,3001.0,3001,3001,3001,3001,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001424,7,sd300b_plain_self_00001424_07,sd300b_roll_self_00001424_07,sd300b_plain_roll_00001424_07,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001424,8,sd300b_plain_self_00001424_08,sd300b_roll_self_00001424_08,sd300b_plain_roll_00001424_08,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001424,9,sd300b_plain_self_00001424_09,sd300b_roll_self_00001424_09,sd300b_plain_roll_00001424_09,accepted,accepted,ok,ok,3001.0,3001.0,3001,3001,3001,3001,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001424,10,sd300b_plain_self_00001424_10,sd300b_roll_self_00001424_10,sd300b_plain_roll_00001424_10,accepted,accepted,ok,ok,1457.0,3000.0,1457,1457,1457,1457,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001425,1,sd300b_plain_self_00001425_01,sd300b_roll_self_00001425_01,sd300b_plain_roll_00001425_01,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001425,2,sd300b_plain_self_00001425_02,sd300b_roll_self_00001425_02,sd300b_plain_roll_00001425_02,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001425,3,sd300b_plain_self_00001425_03,sd300b_roll_self_00001425_03,sd300b_plain_roll_00001425_03,accepted,accepted,ok,ok,1272.0,3000.0,1272,1272,1272,1272,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001425,4,sd300b_plain_self_00001425_04,sd300b_roll_self_00001425_04,sd300b_plain_roll_00001425_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001425,5,sd300b_plain_self_00001425_05,sd300b_roll_self_00001425_05,sd300b_plain_roll_00001425_05,accepted,accepted,ok,ok,2810.0,3001.0,2810,2810,2810,2810,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001425,6,sd300b_plain_self_00001425_06,sd300b_roll_self_00001425_06,sd300b_plain_roll_00001425_06,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001425,7,sd300b_plain_self_00001425_07,sd300b_roll_self_00001425_07,sd300b_plain_roll_00001425_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001425,8,sd300b_plain_self_00001425_08,sd300b_roll_self_00001425_08,sd300b_plain_roll_00001425_08,accepted,accepted,ok,ok,1735.0,3000.0,1735,1735,1735,1735,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001425,9,sd300b_plain_self_00001425_09,sd300b_roll_self_00001425_09,sd300b_plain_roll_00001425_09,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001425,10,sd300b_plain_self_00001425_10,sd300b_roll_self_00001425_10,sd300b_plain_roll_00001425_10,accepted,accepted,ok,ok,1655.0,3000.0,1655,1655,1655,1655,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001426,1,sd300b_plain_self_00001426_01,sd300b_roll_self_00001426_01,sd300b_plain_roll_00001426_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001426,2,sd300b_plain_self_00001426_02,sd300b_roll_self_00001426_02,sd300b_plain_roll_00001426_02,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001426,3,sd300b_plain_self_00001426_03,sd300b_roll_self_00001426_03,sd300b_plain_roll_00001426_03,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001426,4,sd300b_plain_self_00001426_04,sd300b_roll_self_00001426_04,sd300b_plain_roll_00001426_04,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001426,5,sd300b_plain_self_00001426_05,sd300b_roll_self_00001426_05,sd300b_plain_roll_00001426_05,accepted,accepted,ok,ok,2759.0,3001.0,2759,2759,2759,2759,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001426,6,sd300b_plain_self_00001426_06,sd300b_roll_self_00001426_06,sd300b_plain_roll_00001426_06,accepted,accepted,ok,ok,3000.0,3001.0,3000,3000,3000,3000,1.0,success,3001,3001,3001,3001,1.0,success
sd300b,00001426,7,sd300b_plain_self_00001426_07,sd300b_roll_self_00001426_07,sd300b_plain_roll_00001426_07,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001426,8,sd300b_plain_self_00001426_08,sd300b_roll_self_00001426_08,sd300b_plain_roll_00001426_08,accepted,accepted,ok,ok,2114.0,3000.0,2114,2114,2114,2114,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001426,9,sd300b_plain_self_00001426_09,sd300b_roll_self_00001426_09,sd300b_plain_roll_00001426_09,accepted,accepted,ok,ok,3001.0,3000.0,3001,3001,3001,3001,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001426,10,sd300b_plain_self_00001426_10,sd300b_roll_self_00001426_10,sd300b_plain_roll_00001426_10,accepted,accepted,ok,ok,2695.0,3000.0,2695,2695,2695,2695,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001427,1,sd300b_plain_self_00001427_01,sd300b_roll_self_00001427_01,sd300b_plain_roll_00001427_01,accepted,accepted,ok,ok,3000.0,3000.0,3000,3000,3000,3000,1.0,success,3000,3000,3000,3000,1.0,success
sd300b,00001427,2,sd300b_plain_self_00001427_02,sd300b_roll_self_00001427_02,sd300b_plain_roll_00001427_02,accepted,accepted,ok,ok,1130.0,3000.0,1130,1130,1130,1130,1.0,success,3000,3000,3000,3000,1.0,success
