pair_id,negative_pair_id,dataset,protocol,pair_label,subject_id,canonical_finger_position,subject_id_a,subject_id_b,ppi,path_a,path_b,raw_frgp_a,raw_frgp_b,source_plain_pair_id,source_roll_pair_id,plain_group_index,roll_group_index,shift
sd300b_plain_roll_next_subject_impostor_05_00001038_00001039,sd300b_plain_roll_next_subject_impostor_05_00001038_00001039,sd300b,plain_roll_next_subject_impostor,impostor,00001038,5,00001038,00001039,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_05.png,5,5,sd300b_plain_roll_00001038_05,sd300b_plain_roll_00001039_05,36,37,1
sd300b_plain_roll_next_subject_impostor_05_00001039_00001041,sd300b_plain_roll_next_subject_impostor_05_00001039_00001041,sd300b,plain_roll_next_subject_impostor,impostor,00001039,5,00001039,00001041,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_05.png,5,5,sd300b_plain_roll_00001039_05,sd300b_plain_roll_00001041_05,37,38,1
sd300b_plain_roll_next_subject_impostor_05_00001041_00001042,sd300b_plain_roll_next_subject_impostor_05_00001041_00001042,sd300b,plain_roll_next_subject_impostor,impostor,00001041,5,00001041,00001042,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_05.png,5,5,sd300b_plain_roll_00001041_05,sd300b_plain_roll_00001042_05,38,39,1
sd300b_plain_roll_next_subject_impostor_05_00001042_00001043,sd300b_plain_roll_next_subject_impostor_05_00001042_00001043,sd300b,plain_roll_next_subject_impostor,impostor,00001042,5,00001042,00001043,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001042_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001043_roll_1000_05.png,5,5,sd300b_plain_roll_00001042_05,sd300b_plain_roll_00001043_05,39,40,1
sd300b_plain_roll_next_subject_impostor_05_00001043_00001044,sd300b_plain_roll_next_subject_impostor_05_00001043_00001044,sd300b,plain_roll_next_subject_impostor,impostor,00001043,5,00001043,00001044,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001043_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001044_roll_1000_05.png,5,5,sd300b_plain_roll_00001043_05,sd300b_plain_roll_00001044_05,40,41,1
sd300b_plain_roll_next_subject_impostor_05_00001044_00001045,sd300b_plain_roll_next_subject_impostor_05_00001044_00001045,sd300b,plain_roll_next_subject_impostor,impostor,00001044,5,00001044,00001045,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001045_roll_1000_05.png,5,5,sd300b_plain_roll_00001044_05,sd300b_plain_roll_00001045_05,41,42,1
sd300b_plain_roll_next_subject_impostor_05_00001045_00001046,sd300b_plain_roll_next_subject_impostor_05_00001045_00001046,sd300b,plain_roll_next_subject_impostor,impostor,00001045,5,00001045,00001046,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001045_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001046_roll_1000_05.png,5,5,sd300b_plain_roll_00001045_05,sd300b_plain_roll_00001046_05,42,43,1
sd300b_plain_roll_next_subject_impostor_05_00001046_00001047,sd300b_plain_roll_next_subject_impostor_05_00001046_00001047,sd300b,plain_roll_next_subject_impostor,impostor,00001046,5,00001046,00001047,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001046_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001047_roll_1000_05.png,5,5,sd300b_plain_roll_00001046_05,sd300b_plain_roll_00001047_05,43,44,1
sd300b_plain_roll_next_subject_impostor_05_00001047_00001048,sd300b_plain_roll_next_subject_impostor_05_00001047_00001048,sd300b,plain_roll_next_subject_impostor,impostor,00001047,5,00001047,00001048,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001047_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001048_roll_1000_05.png,5,5,sd300b_plain_roll_00001047_05,sd300b_plain_roll_00001048_05,44,45,1
sd300b_plain_roll_next_subject_impostor_05_00001048_00001049,sd300b_plain_roll_next_subject_impostor_05_00001048_00001049,sd300b,plain_roll_next_subject_impostor,impostor,00001048,5,00001048,00001049,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001048_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001049_roll_1000_05.png,5,5,sd300b_plain_roll_00001048_05,sd300b_plain_roll_00001049_05,45,46,1
sd300b_plain_roll_next_subject_impostor_05_00001049_00001050,sd300b_plain_roll_next_subject_impostor_05_00001049_00001050,sd300b,plain_roll_next_subject_impostor,impostor,00001049,5,00001049,00001050,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001049_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001050_roll_1000_05.png,5,5,sd300b_plain_roll_00001049_05,sd300b_plain_roll_00001050_05,46,47,1
sd300b_plain_roll_next_subject_impostor_05_00001050_00001051,sd300b_plain_roll_next_subject_impostor_05_00001050_00001051,sd300b,plain_roll_next_subject_impostor,impostor,00001050,5,00001050,00001051,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001050_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001051_roll_1000_05.png,5,5,sd300b_plain_roll_00001050_05,sd300b_plain_roll_00001051_05,47,48,1
sd300b_plain_roll_next_subject_impostor_05_00001051_00001000,sd300b_plain_roll_next_subject_impostor_05_00001051_00001000,sd300b,plain_roll_next_subject_impostor,impostor,00001051,5,00001051,00001000,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001051_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001000_roll_1000_05.png,5,5,sd300b_plain_roll_00001051_05,sd300b_plain_roll_00001000_05,48,0,1
sd300b_plain_roll_next_subject_impostor_06_00001000_00001002,sd300b_plain_roll_next_subject_impostor_06_00001000_00001002,sd300b,plain_roll_next_subject_impostor,impostor,00001000,6,00001000,00001002,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001000_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001002_roll_1000_06.png,12,6,sd300b_plain_roll_00001000_06,sd300b_plain_roll_00001002_06,0,1,1
sd300b_plain_roll_next_subject_impostor_06_00001002_00001003,sd300b_plain_roll_next_subject_impostor_06_00001002_00001003,sd300b,plain_roll_next_subject_impostor,impostor,00001002,6,00001002,00001003,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001002_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001003_roll_1000_06.png,12,6,sd300b_plain_roll_00001002_06,sd300b_plain_roll_00001003_06,1,2,1
sd300b_plain_roll_next_subject_impostor_06_00001003_00001004,sd300b_plain_roll_next_subject_impostor_06_00001003_00001004,sd300b,plain_roll_next_subject_impostor,impostor,00001003,6,00001003,00001004,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001003_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_06.png,12,6,sd300b_plain_roll_00001003_06,sd300b_plain_roll_00001004_06,2,3,1
sd300b_plain_roll_next_subject_impostor_06_00001004_00001005,sd300b_plain_roll_next_subject_impostor_06_00001004_00001005,sd300b,plain_roll_next_subject_impostor,impostor,00001004,6,00001004,00001005,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_06.png,12,6,sd300b_plain_roll_00001004_06,sd300b_plain_roll_00001005_06,3,4,1
sd300b_plain_roll_next_subject_impostor_06_00001005_00001006,sd300b_plain_roll_next_subject_impostor_06_00001005_00001006,sd300b,plain_roll_next_subject_impostor,impostor,00001005,6,00001005,00001006,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_06.png,12,6,sd300b_plain_roll_00001005_06,sd300b_plain_roll_00001006_06,4,5,1
sd300b_plain_roll_next_subject_impostor_06_00001006_00001007,sd300b_plain_roll_next_subject_impostor_06_00001006_00001007,sd300b,plain_roll_next_subject_impostor,impostor,00001006,6,00001006,00001007,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_06.png,12,6,sd300b_plain_roll_00001006_06,sd300b_plain_roll_00001007_06,5,6,1
sd300b_plain_roll_next_subject_impostor_06_00001007_00001008,sd300b_plain_roll_next_subject_impostor_06_00001007_00001008,sd300b,plain_roll_next_subject_impostor,impostor,00001007,6,00001007,00001008,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001008_roll_1000_06.png,12,6,sd300b_plain_roll_00001007_06,sd300b_plain_roll_00001008_06,6,7,1
sd300b_plain_roll_next_subject_impostor_06_00001008_00001009,sd300b_plain_roll_next_subject_impostor_06_00001008_00001009,sd300b,plain_roll_next_subject_impostor,impostor,00001008,6,00001008,00001009,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001008_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_06.png,12,6,sd300b_plain_roll_00001008_06,sd300b_plain_roll_00001009_06,7,8,1
sd300b_plain_roll_next_subject_impostor_06_00001009_00001010,sd300b_plain_roll_next_subject_impostor_06_00001009_00001010,sd300b,plain_roll_next_subject_impostor,impostor,00001009,6,00001009,00001010,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_06.png,12,6,sd300b_plain_roll_00001009_06,sd300b_plain_roll_00001010_06,8,9,1
sd300b_plain_roll_next_subject_impostor_06_00001010_00001011,sd300b_plain_roll_next_subject_impostor_06_00001010_00001011,sd300b,plain_roll_next_subject_impostor,impostor,00001010,6,00001010,00001011,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001011_roll_1000_06.png,12,6,sd300b_plain_roll_00001010_06,sd300b_plain_roll_00001011_06,9,10,1
sd300b_plain_roll_next_subject_impostor_06_00001011_00001012,sd300b_plain_roll_next_subject_impostor_06_00001011_00001012,sd300b,plain_roll_next_subject_impostor,impostor,00001011,6,00001011,00001012,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001011_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_06.png,12,6,sd300b_plain_roll_00001011_06,sd300b_plain_roll_00001012_06,10,11,1
sd300b_plain_roll_next_subject_impostor_06_00001012_00001013,sd300b_plain_roll_next_subject_impostor_06_00001012_00001013,sd300b,plain_roll_next_subject_impostor,impostor,00001012,6,00001012,00001013,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_06.png,12,6,sd300b_plain_roll_00001012_06,sd300b_plain_roll_00001013_06,11,12,1
sd300b_plain_roll_next_subject_impostor_06_00001013_00001014,sd300b_plain_roll_next_subject_impostor_06_00001013_00001014,sd300b,plain_roll_next_subject_impostor,impostor,00001013,6,00001013,00001014,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001014_roll_1000_06.png,12,6,sd300b_plain_roll_00001013_06,sd300b_plain_roll_00001014_06,12,13,1
sd300b_plain_roll_next_subject_impostor_06_00001014_00001015,sd300b_plain_roll_next_subject_impostor_06_00001014_00001015,sd300b,plain_roll_next_subject_impostor,impostor,00001014,6,00001014,00001015,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001014_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001015_roll_1000_06.png,12,6,sd300b_plain_roll_00001014_06,sd300b_plain_roll_00001015_06,13,14,1
sd300b_plain_roll_next_subject_impostor_06_00001015_00001016,sd300b_plain_roll_next_subject_impostor_06_00001015_00001016,sd300b,plain_roll_next_subject_impostor,impostor,00001015,6,00001015,00001016,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001015_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001016_roll_1000_06.png,12,6,sd300b_plain_roll_00001015_06,sd300b_plain_roll_00001016_06,14,15,1
sd300b_plain_roll_next_subject_impostor_06_00001016_00001017,sd300b_plain_roll_next_subject_impostor_06_00001016_00001017,sd300b,plain_roll_next_subject_impostor,impostor,00001016,6,00001016,00001017,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001016_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001017_roll_1000_06.png,12,6,sd300b_plain_roll_00001016_06,sd300b_plain_roll_00001017_06,15,16,1
sd300b_plain_roll_next_subject_impostor_06_00001017_00001018,sd300b_plain_roll_next_subject_impostor_06_00001017_00001018,sd300b,plain_roll_next_subject_impostor,impostor,00001017,6,00001017,00001018,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001017_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001018_roll_1000_06.png,12,6,sd300b_plain_roll_00001017_06,sd300b_plain_roll_00001018_06,16,17,1
sd300b_plain_roll_next_subject_impostor_06_00001018_00001019,sd300b_plain_roll_next_subject_impostor_06_00001018_00001019,sd300b,plain_roll_next_subject_impostor,impostor,00001018,6,00001018,00001019,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001018_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001019_roll_1000_06.png,12,6,sd300b_plain_roll_00001018_06,sd300b_plain_roll_00001019_06,17,18,1
sd300b_plain_roll_next_subject_impostor_06_00001019_00001020,sd300b_plain_roll_next_subject_impostor_06_00001019_00001020,sd300b,plain_roll_next_subject_impostor,impostor,00001019,6,00001019,00001020,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001019_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001020_roll_1000_06.png,12,6,sd300b_plain_roll_00001019_06,sd300b_plain_roll_00001020_06,18,19,1
sd300b_plain_roll_next_subject_impostor_06_00001020_00001021,sd300b_plain_roll_next_subject_impostor_06_00001020_00001021,sd300b,plain_roll_next_subject_impostor,impostor,00001020,6,00001020,00001021,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001020_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001021_roll_1000_06.png,12,6,sd300b_plain_roll_00001020_06,sd300b_plain_roll_00001021_06,19,20,1
sd300b_plain_roll_next_subject_impostor_06_00001021_00001022,sd300b_plain_roll_next_subject_impostor_06_00001021_00001022,sd300b,plain_roll_next_subject_impostor,impostor,00001021,6,00001021,00001022,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001021_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001022_roll_1000_06.png,12,6,sd300b_plain_roll_00001021_06,sd300b_plain_roll_00001022_06,20,21,1
sd300b_plain_roll_next_subject_impostor_06_00001022_00001023,sd300b_plain_roll_next_subject_impostor_06_00001022_00001023,sd300b,plain_roll_next_subject_impostor,impostor,00001022,6,00001022,00001023,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001022_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001023_roll_1000_06.png,12,6,sd300b_plain_roll_00001022_06,sd300b_plain_roll_00001023_06,21,22,1
sd300b_plain_roll_next_subject_impostor_06_00001023_00001024,sd300b_plain_roll_next_subject_impostor_06_00001023_00001024,sd300b,plain_roll_next_subject_impostor,impostor,00001023,6,00001023,00001024,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001023_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001024_roll_1000_06.png,12,6,sd300b_plain_roll_00001023_06,sd300b_plain_roll_00001024_06,22,23,1
sd300b_plain_roll_next_subject_impostor_06_00001024_00001025,sd300b_plain_roll_next_subject_impostor_06_00001024_00001025,sd300b,plain_roll_next_subject_impostor,impostor,00001024,6,00001024,00001025,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001024_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001025_roll_1000_06.png,12,6,sd300b_plain_roll_00001024_06,sd300b_plain_roll_00001025_06,23,24,1
sd300b_plain_roll_next_subject_impostor_06_00001025_00001026,sd300b_plain_roll_next_subject_impostor_06_00001025_00001026,sd300b,plain_roll_next_subject_impostor,impostor,00001025,6,00001025,00001026,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001025_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001026_roll_1000_06.png,12,6,sd300b_plain_roll_00001025_06,sd300b_plain_roll_00001026_06,24,25,1
sd300b_plain_roll_next_subject_impostor_06_00001026_00001027,sd300b_plain_roll_next_subject_impostor_06_00001026_00001027,sd300b,plain_roll_next_subject_impostor,impostor,00001026,6,00001026,00001027,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001027_roll_1000_06.png,12,6,sd300b_plain_roll_00001026_06,sd300b_plain_roll_00001027_06,25,26,1
sd300b_plain_roll_next_subject_impostor_06_00001027_00001028,sd300b_plain_roll_next_subject_impostor_06_00001027_00001028,sd300b,plain_roll_next_subject_impostor,impostor,00001027,6,00001027,00001028,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001028_roll_1000_06.png,12,6,sd300b_plain_roll_00001027_06,sd300b_plain_roll_00001028_06,26,27,1
sd300b_plain_roll_next_subject_impostor_06_00001028_00001029,sd300b_plain_roll_next_subject_impostor_06_00001028_00001029,sd300b,plain_roll_next_subject_impostor,impostor,00001028,6,00001028,00001029,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_06.png,12,6,sd300b_plain_roll_00001028_06,sd300b_plain_roll_00001029_06,27,28,1
sd300b_plain_roll_next_subject_impostor_06_00001029_00001030,sd300b_plain_roll_next_subject_impostor_06_00001029_00001030,sd300b,plain_roll_next_subject_impostor,impostor,00001029,6,00001029,00001030,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_06.png,12,6,sd300b_plain_roll_00001029_06,sd300b_plain_roll_00001030_06,28,29,1
sd300b_plain_roll_next_subject_impostor_06_00001030_00001031,sd300b_plain_roll_next_subject_impostor_06_00001030_00001031,sd300b,plain_roll_next_subject_impostor,impostor,00001030,6,00001030,00001031,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_06.png,12,6,sd300b_plain_roll_00001030_06,sd300b_plain_roll_00001031_06,29,30,1
sd300b_plain_roll_next_subject_impostor_06_00001031_00001032,sd300b_plain_roll_next_subject_impostor_06_00001031_00001032,sd300b,plain_roll_next_subject_impostor,impostor,00001031,6,00001031,00001032,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_06.png,12,6,sd300b_plain_roll_00001031_06,sd300b_plain_roll_00001032_06,30,31,1
sd300b_plain_roll_next_subject_impostor_06_00001032_00001033,sd300b_plain_roll_next_subject_impostor_06_00001032_00001033,sd300b,plain_roll_next_subject_impostor,impostor,00001032,6,00001032,00001033,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001033_roll_1000_06.png,12,6,sd300b_plain_roll_00001032_06,sd300b_plain_roll_00001033_06,31,32,1
sd300b_plain_roll_next_subject_impostor_06_00001033_00001034,sd300b_plain_roll_next_subject_impostor_06_00001033_00001034,sd300b,plain_roll_next_subject_impostor,impostor,00001033,6,00001033,00001034,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001033_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001034_roll_1000_06.png,12,6,sd300b_plain_roll_00001033_06,sd300b_plain_roll_00001034_06,32,33,1
sd300b_plain_roll_next_subject_impostor_06_00001034_00001035,sd300b_plain_roll_next_subject_impostor_06_00001034_00001035,sd300b,plain_roll_next_subject_impostor,impostor,00001034,6,00001034,00001035,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001034_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001035_roll_1000_06.png,12,6,sd300b_plain_roll_00001034_06,sd300b_plain_roll_00001035_06,33,34,1
sd300b_plain_roll_next_subject_impostor_06_00001035_00001036,sd300b_plain_roll_next_subject_impostor_06_00001035_00001036,sd300b,plain_roll_next_subject_impostor,impostor,00001035,6,00001035,00001036,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001035_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001036_roll_1000_06.png,12,6,sd300b_plain_roll_00001035_06,sd300b_plain_roll_00001036_06,34,35,1
sd300b_plain_roll_next_subject_impostor_06_00001036_00001037,sd300b_plain_roll_next_subject_impostor_06_00001036_00001037,sd300b,plain_roll_next_subject_impostor,impostor,00001036,6,00001036,00001037,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001036_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001037_roll_1000_06.png,12,6,sd300b_plain_roll_00001036_06,sd300b_plain_roll_00001037_06,35,36,1
sd300b_plain_roll_next_subject_impostor_06_00001037_00001038,sd300b_plain_roll_next_subject_impostor_06_00001037_00001038,sd300b,plain_roll_next_subject_impostor,impostor,00001037,6,00001037,00001038,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001037_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001038_roll_1000_06.png,12,6,sd300b_plain_roll_00001037_06,sd300b_plain_roll_00001038_06,36,37,1
sd300b_plain_roll_next_subject_impostor_06_00001038_00001039,sd300b_plain_roll_next_subject_impostor_06_00001038_00001039,sd300b,plain_roll_next_subject_impostor,impostor,00001038,6,00001038,00001039,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_06.png,12,6,sd300b_plain_roll_00001038_06,sd300b_plain_roll_00001039_06,37,38,1
sd300b_plain_roll_next_subject_impostor_06_00001039_00001040,sd300b_plain_roll_next_subject_impostor_06_00001039_00001040,sd300b,plain_roll_next_subject_impostor,impostor,00001039,6,00001039,00001040,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001040_roll_1000_06.png,12,6,sd300b_plain_roll_00001039_06,sd300b_plain_roll_00001040_06,38,39,1
sd300b_plain_roll_next_subject_impostor_06_00001040_00001041,sd300b_plain_roll_next_subject_impostor_06_00001040_00001041,sd300b,plain_roll_next_subject_impostor,impostor,00001040,6,00001040,00001041,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_06.png,12,6,sd300b_plain_roll_00001040_06,sd300b_plain_roll_00001041_06,39,40,1
sd300b_plain_roll_next_subject_impostor_06_00001041_00001042,sd300b_plain_roll_next_subject_impostor_06_00001041_00001042,sd300b,plain_roll_next_subject_impostor,impostor,00001041,6,00001041,00001042,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_06.png,12,6,sd300b_plain_roll_00001041_06,sd300b_plain_roll_00001042_06,40,41,1
sd300b_plain_roll_next_subject_impostor_06_00001042_00001043,sd300b_plain_roll_next_subject_impostor_06_00001042_00001043,sd300b,plain_roll_next_subject_impostor,impostor,00001042,6,00001042,00001043,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001042_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001043_roll_1000_06.png,12,6,sd300b_plain_roll_00001042_06,sd300b_plain_roll_00001043_06,41,42,1
sd300b_plain_roll_next_subject_impostor_06_00001043_00001044,sd300b_plain_roll_next_subject_impostor_06_00001043_00001044,sd300b,plain_roll_next_subject_impostor,impostor,00001043,6,00001043,00001044,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001043_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001044_roll_1000_06.png,12,6,sd300b_plain_roll_00001043_06,sd300b_plain_roll_00001044_06,42,43,1
sd300b_plain_roll_next_subject_impostor_06_00001044_00001045,sd300b_plain_roll_next_subject_impostor_06_00001044_00001045,sd300b,plain_roll_next_subject_impostor,impostor,00001044,6,00001044,00001045,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001045_roll_1000_06.png,12,6,sd300b_plain_roll_00001044_06,sd300b_plain_roll_00001045_06,43,44,1
sd300b_plain_roll_next_subject_impostor_06_00001045_00001046,sd300b_plain_roll_next_subject_impostor_06_00001045_00001046,sd300b,plain_roll_next_subject_impostor,impostor,00001045,6,00001045,00001046,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001045_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001046_roll_1000_06.png,12,6,sd300b_plain_roll_00001045_06,sd300b_plain_roll_00001046_06,44,45,1
