pair_id,dataset,protocol,subject_id,canonical_finger_position,status,error_code,raw_score,threshold,accepted,zero_score,geometry_success,geometry_failure_reason,keypoint_count_a,keypoint_count_b,ratio_match_count,mutual_match_count,matches_submitted,inlier_count,outlier_count,total_ms
sd300c_plain_roll_00001111_08,sd300c,plain_roll,00001111,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,794,2774,4,1,1,0,1,1407.9853
sd300c_plain_roll_00001111_09,sd300c,plain_roll,00001111,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,838,2123,1,0,0,0,0,1346.6492
sd300c_plain_roll_00001111_10,sd300c,plain_roll,00001111,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,405,2804,0,0,0,0,0,1308.2846
sd300c_plain_roll_00001112_02,sd300c,plain_roll,00001112,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,16,2,2,0,2,1398.7607
sd300c_plain_roll_00001112_03,sd300c,plain_roll,00001112,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,2,2,0,2,1521.0901
sd300c_plain_roll_00001112_04,sd300c,plain_roll,00001112,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,10,2,2,0,2,1490.1927
sd300c_plain_roll_00001112_05,sd300c,plain_roll,00001112,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1833,3001,4,2,2,0,2,1344.6905
sd300c_plain_roll_00001112_09,sd300c,plain_roll,00001112,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3002,3000,8,1,1,0,1,1407.3909
sd300c_plain_roll_00001113_03,sd300c,plain_roll,00001113,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,11,1,1,0,1,1344.9929
sd300c_plain_roll_00001113_06,sd300c,plain_roll,00001113,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,2,2,0,2,1765.4329
sd300c_plain_roll_00001114_03,sd300c,plain_roll,00001114,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,16,2,2,0,2,1489.1001
sd300c_plain_roll_00001114_08,sd300c,plain_roll,00001114,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,2,2,0,2,1565.4009
sd300c_plain_roll_00001114_10,sd300c,plain_roll,00001114,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,2,2,0,2,1462.8283
sd300c_plain_roll_00001115_01,sd300c,plain_roll,00001115,1,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,2,2,0,2,1804.1367
sd300c_plain_roll_00001115_05,sd300c,plain_roll,00001115,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1259,3000,3,0,0,0,0,1392.437
sd300c_plain_roll_00001115_07,sd300c,plain_roll,00001115,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,1,1,0,1,1346.2567
sd300c_plain_roll_00001115_09,sd300c,plain_roll,00001115,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3001,6,2,2,0,2,1392.8722
sd300c_plain_roll_00001116_05,sd300c,plain_roll,00001116,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,2,0,0,0,0,1453.1656
sd300c_plain_roll_00001116_06,sd300c,plain_roll,00001116,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,16,2,2,0,2,1828.7073
sd300c_plain_roll_00001116_07,sd300c,plain_roll,00001116,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,1,1,0,1,1494.6029
sd300c_plain_roll_00001116_08,sd300c,plain_roll,00001116,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,16,2,2,0,2,1370.065
sd300c_plain_roll_00001116_10,sd300c,plain_roll,00001116,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1934,3000,7,1,1,0,1,1475.294
sd300c_plain_roll_00001117_02,sd300c,plain_roll,00001117,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,15,2,2,0,2,1465.8496
sd300c_plain_roll_00001117_03,sd300c,plain_roll,00001117,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,18,2,2,0,2,1536.8161
sd300c_plain_roll_00001117_05,sd300c,plain_roll,00001117,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,1,1,0,1,1431.4235
sd300c_plain_roll_00001118_03,sd300c,plain_roll,00001118,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,2,2,0,2,1543.4318
sd300c_plain_roll_00001118_05,sd300c,plain_roll,00001118,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,1,1,0,1,1346.3788
sd300c_plain_roll_00001118_08,sd300c,plain_roll,00001118,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,6,2,2,0,2,1545.6047
sd300c_plain_roll_00001118_10,sd300c,plain_roll,00001118,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,10,2,2,0,2,1479.9734
sd300c_plain_roll_00001119_02,sd300c,plain_roll,00001119,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,813,3000,1,0,0,0,0,1351.0633
sd300c_plain_roll_00001119_03,sd300c,plain_roll,00001119,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1224,3000,5,0,0,0,0,1386.9532
sd300c_plain_roll_00001119_04,sd300c,plain_roll,00001119,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1424,3000,2,1,1,0,1,1442.9398
sd300c_plain_roll_00001119_05,sd300c,plain_roll,00001119,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1209,2938,6,0,0,0,0,1419.9435
sd300c_plain_roll_00001119_07,sd300c,plain_roll,00001119,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2875,2721,6,0,0,0,0,1459.5192
sd300c_plain_roll_00001119_08,sd300c,plain_roll,00001119,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,2805,4,2,2,0,2,1412.3157
sd300c_plain_roll_00001119_09,sd300c,plain_roll,00001119,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2711,3000,8,2,2,0,2,1411.5359
sd300c_plain_roll_00001119_10,sd300c,plain_roll,00001119,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,551,2495,2,2,2,0,2,1235.1029
sd300c_plain_roll_00001120_02,sd300c,plain_roll,00001120,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,11,1,1,0,1,1414.1212
sd300c_plain_roll_00001120_05,sd300c,plain_roll,00001120,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,3,1,1,0,1,1516.9608
sd300c_plain_roll_00001120_09,sd300c,plain_roll,00001120,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3002,3000,8,2,2,0,2,1393.3265
sd300c_plain_roll_00001121_03,sd300c,plain_roll,00001121,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,15,1,1,0,1,1441.56
sd300c_plain_roll_00001121_09,sd300c,plain_roll,00001121,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,11,1,1,0,1,1443.9047
sd300c_plain_roll_00001121_10,sd300c,plain_roll,00001121,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,2,2,0,2,1382.6273
sd300c_plain_roll_00001122_04,sd300c,plain_roll,00001122,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,13,2,2,0,2,1303.5241
sd300c_plain_roll_00001122_07,sd300c,plain_roll,00001122,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,10,2,2,0,2,1285.398
sd300c_plain_roll_00001122_09,sd300c,plain_roll,00001122,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,7,0,0,0,0,1304.5772
sd300c_plain_roll_00001122_10,sd300c,plain_roll,00001122,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,0,0,0,0,1406.1045
sd300c_plain_roll_00001123_10,sd300c,plain_roll,00001123,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1289,3000,2,2,2,0,2,1203.7257
sd300c_plain_roll_00001125_03,sd300c,plain_roll,00001125,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,1,1,0,1,1400.5352
sd300c_plain_roll_00001125_08,sd300c,plain_roll,00001125,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,7,0,0,0,0,1364.4674
sd300c_plain_roll_00001126_09,sd300c,plain_roll,00001126,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,14,2,2,0,2,1480.0815
sd300c_plain_roll_00001127_04,sd300c,plain_roll,00001127,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,1,1,0,1,1519.763
sd300c_plain_roll_00001128_09,sd300c,plain_roll,00001128,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,11,1,1,0,1,1553.3943
sd300c_plain_roll_00001128_10,sd300c,plain_roll,00001128,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1363,3001,5,1,1,0,1,1264.4196
sd300c_plain_roll_00001129_07,sd300c,plain_roll,00001129,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,10,1,1,0,1,1055.7222
sd300c_plain_roll_00001129_10,sd300c,plain_roll,00001129,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,1,1,0,1,1020.5378
sd300c_plain_roll_00001130_02,sd300c,plain_roll,00001130,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2162,3000,7,2,2,0,2,1262.6911
sd300c_plain_roll_00001130_03,sd300c,plain_roll,00001130,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,16,2,2,0,2,1400.8224
sd300c_plain_roll_00001130_04,sd300c,plain_roll,00001130,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,17,1,1,0,1,1390.7132
sd300c_plain_roll_00001130_05,sd300c,plain_roll,00001130,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,2,2,0,2,1351.4017
sd300c_plain_roll_00001130_06,sd300c,plain_roll,00001130,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3001,9,2,2,0,2,1568.6324
sd300c_plain_roll_00001130_08,sd300c,plain_roll,00001130,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,10,2,2,0,2,1401.1332
sd300c_plain_roll_00001132_01,sd300c,plain_roll,00001132,1,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2992,3001,33,1,1,0,1,1815.9805
sd300c_plain_roll_00001132_02,sd300c,plain_roll,00001132,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2228,3000,11,2,2,0,2,1412.2975
sd300c_plain_roll_00001132_03,sd300c,plain_roll,00001132,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,526,3000,6,1,1,0,1,1355.8275
sd300c_plain_roll_00001132_04,sd300c,plain_roll,00001132,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,297,3000,0,0,0,0,0,1311.1033
sd300c_plain_roll_00001132_05,sd300c,plain_roll,00001132,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,298,3002,2,2,2,0,2,1216.6884
sd300c_plain_roll_00001132_06,sd300c,plain_roll,00001132,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1930,3001,61,1,1,0,1,1802.5445
sd300c_plain_roll_00001132_07,sd300c,plain_roll,00001132,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,484,3000,1,0,0,0,0,1313.1068
sd300c_plain_roll_00001132_08,sd300c,plain_roll,00001132,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,465,3000,1,0,0,0,0,1340.259
sd300c_plain_roll_00001132_09,sd300c,plain_roll,00001132,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,703,3000,0,0,0,0,0,1395.0915
sd300c_plain_roll_00001132_10,sd300c,plain_roll,00001132,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,225,3000,0,0,0,0,0,1198.8243
sd300c_plain_roll_00001133_03,sd300c,plain_roll,00001133,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,9,2,2,0,2,1303.9441
sd300c_plain_roll_00001133_04,sd300c,plain_roll,00001133,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,14,1,1,0,1,1287.1898
sd300c_plain_roll_00001133_05,sd300c,plain_roll,00001133,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,7,1,1,0,1,1446.3736
sd300c_plain_roll_00001133_07,sd300c,plain_roll,00001133,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,15,1,1,0,1,1270.8794
sd300c_plain_roll_00001133_10,sd300c,plain_roll,00001133,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2370,3000,5,2,2,0,2,1353.7836
sd300c_plain_roll_00001134_04,sd300c,plain_roll,00001134,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1413,3001,5,1,1,0,1,1263.4247
sd300c_plain_roll_00001134_05,sd300c,plain_roll,00001134,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1081,3000,5,2,2,0,2,1293.1077
sd300c_plain_roll_00001134_08,sd300c,plain_roll,00001134,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,1,1,0,1,1335.3578
sd300c_plain_roll_00001134_10,sd300c,plain_roll,00001134,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,5,1,1,0,1,1412.3954
sd300c_plain_roll_00001135_02,sd300c,plain_roll,00001135,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3002,3000,7,2,2,0,2,1392.409
sd300c_plain_roll_00001135_04,sd300c,plain_roll,00001135,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,3,1,1,0,1,1444.3316
sd300c_plain_roll_00001136_02,sd300c,plain_roll,00001136,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,16,2,2,0,2,1434.6972
sd300c_plain_roll_00001136_05,sd300c,plain_roll,00001136,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,5,1,1,0,1,1395.4643
sd300c_plain_roll_00001136_06,sd300c,plain_roll,00001136,6,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,10,1,1,0,1,1922.3727
sd300c_plain_roll_00001136_08,sd300c,plain_roll,00001136,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,1,1,0,1,1500.9772
sd300c_plain_roll_00001136_10,sd300c,plain_roll,00001136,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,7,0,0,0,0,1414.4394
sd300c_plain_roll_00001137_03,sd300c,plain_roll,00001137,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1541,3000,8,2,2,0,2,1317.3357
sd300c_plain_roll_00001137_04,sd300c,plain_roll,00001137,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2840,3000,7,2,2,0,2,1504.1873
sd300c_plain_roll_00001137_05,sd300c,plain_roll,00001137,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1713,3000,6,1,1,0,1,1308.4572
sd300c_plain_roll_00001137_10,sd300c,plain_roll,00001137,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,66,3000,0,0,0,0,0,1177.6038
sd300c_plain_roll_00001138_01,sd300c,plain_roll,00001138,1,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,2,2,0,2,1835.8948
sd300c_plain_roll_00001138_03,sd300c,plain_roll,00001138,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2418,3002,5,0,0,0,0,1369.8731
sd300c_plain_roll_00001138_04,sd300c,plain_roll,00001138,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1588,3000,5,0,0,0,0,1320.0448
sd300c_plain_roll_00001138_05,sd300c,plain_roll,00001138,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1771,3001,3,1,1,0,1,1397.1363
sd300c_plain_roll_00001138_07,sd300c,plain_roll,00001138,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,3,1,1,0,1,1406.1056
sd300c_plain_roll_00001138_08,sd300c,plain_roll,00001138,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,6,2,2,0,2,1461.9283
sd300c_plain_roll_00001138_09,sd300c,plain_roll,00001138,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,0,0,0,0,1415.5823
sd300c_plain_roll_00001138_10,sd300c,plain_roll,00001138,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2711,3000,6,1,1,0,1,1306.9863
sd300c_plain_roll_00001139_03,sd300c,plain_roll,00001139,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,2,2,0,2,1344.2872
sd300c_plain_roll_00001139_05,sd300c,plain_roll,00001139,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,1,1,0,1,1354.9269
sd300c_plain_roll_00001139_07,sd300c,plain_roll,00001139,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,13,1,1,0,1,1335.9805
sd300c_plain_roll_00001139_08,sd300c,plain_roll,00001139,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,6,2,2,0,2,1353.1575
sd300c_plain_roll_00001140_02,sd300c,plain_roll,00001140,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,875,3000,2,2,2,0,2,1275.1753
sd300c_plain_roll_00001140_05,sd300c,plain_roll,00001140,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1850,3000,5,2,2,0,2,1332.4723
sd300c_plain_roll_00001140_07,sd300c,plain_roll,00001140,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2119,3001,5,1,1,0,1,1411.6472
sd300c_plain_roll_00001140_08,sd300c,plain_roll,00001140,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2332,3000,3,1,1,0,1,1322.5507
sd300c_plain_roll_00001140_09,sd300c,plain_roll,00001140,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2481,3000,3,0,0,0,0,1364.3015
sd300c_plain_roll_00001140_10,sd300c,plain_roll,00001140,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1771,3000,2,1,1,0,1,1326.4997
sd300c_plain_roll_00001141_02,sd300c,plain_roll,00001141,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1296,3000,4,2,2,0,2,1330.018
sd300c_plain_roll_00001141_03,sd300c,plain_roll,00001141,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2042,3000,7,1,1,0,1,1450.8577
sd300c_plain_roll_00001141_04,sd300c,plain_roll,00001141,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1830,2324,2,0,0,0,0,1353.2676
sd300c_plain_roll_00001141_05,sd300c,plain_roll,00001141,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2095,1975,5,1,1,0,1,1299.524
sd300c_plain_roll_00001141_09,sd300c,plain_roll,00001141,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,823,15,1,1,0,1,1387.2657
sd300c_plain_roll_00001141_10,sd300c,plain_roll,00001141,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2721,434,8,0,0,0,0,1311.6618
sd300c_plain_roll_00001142_04,sd300c,plain_roll,00001142,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,7,1,1,0,1,1185.9735
sd300c_plain_roll_00001142_07,sd300c,plain_roll,00001142,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,7,2,2,0,2,1240.7473
sd300c_plain_roll_00001143_02,sd300c,plain_roll,00001143,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,1,1,0,1,1479.4944
sd300c_plain_roll_00001143_04,sd300c,plain_roll,00001143,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2359,3000,9,2,2,0,2,1351.2752
sd300c_plain_roll_00001143_05,sd300c,plain_roll,00001143,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2638,3000,16,0,0,0,0,1439.4948
sd300c_plain_roll_00001143_07,sd300c,plain_roll,00001143,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2579,3001,11,2,2,0,2,1524.6613
sd300c_plain_roll_00001144_04,sd300c,plain_roll,00001144,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3002,3000,7,0,0,0,0,1379.7538
sd300c_plain_roll_00001144_05,sd300c,plain_roll,00001144,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1345,3000,2,0,0,0,0,1345.1607
sd300c_plain_roll_00001144_07,sd300c,plain_roll,00001144,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,8,0,0,0,0,1329.2305
sd300c_plain_roll_00001144_08,sd300c,plain_roll,00001144,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,8,1,1,0,1,1315.3178
sd300c_plain_roll_00001144_09,sd300c,plain_roll,00001144,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,1,1,0,1,1358.3975
sd300c_plain_roll_00001144_10,sd300c,plain_roll,00001144,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,5,2,2,0,2,1383.183
sd300c_plain_roll_00001145_02,sd300c,plain_roll,00001145,2,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,0,0,0,0,1294.4844
sd300c_plain_roll_00001145_04,sd300c,plain_roll,00001145,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,8,0,0,0,0,1301.2811
sd300c_plain_roll_00001145_05,sd300c,plain_roll,00001145,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1392,3000,0,0,0,0,0,1362.8491
sd300c_plain_roll_00001145_07,sd300c,plain_roll,00001145,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,2,0,0,0,0,1303.1674
sd300c_plain_roll_00001145_08,sd300c,plain_roll,00001145,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,1,1,0,1,1289.5117
sd300c_plain_roll_00001145_10,sd300c,plain_roll,00001145,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,2806,4,1,1,0,1,1331.7265
sd300c_plain_roll_00001146_10,sd300c,plain_roll,00001146,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,9,1,1,0,1,1327.8881
sd300c_plain_roll_00001147_09,sd300c,plain_roll,00001147,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,17,2,2,0,2,1388.0965
sd300c_plain_roll_00001147_10,sd300c,plain_roll,00001147,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,16,1,1,0,1,1432.8483
sd300c_plain_roll_00001148_05,sd300c,plain_roll,00001148,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,782,3000,1,1,1,0,1,1270.9901
sd300c_plain_roll_00001149_05,sd300c,plain_roll,00001149,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1384,3000,3,1,1,0,1,1078.1389
sd300c_plain_roll_00001149_10,sd300c,plain_roll,00001149,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,16,1,1,0,1,1073.5292
sd300c_plain_roll_00001150_03,sd300c,plain_roll,00001150,3,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,41,2,2,0,2,1391.3732
sd300c_plain_roll_00001150_05,sd300c,plain_roll,00001150,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2432,3001,7,2,2,0,2,1407.9339
sd300c_plain_roll_00001150_07,sd300c,plain_roll,00001150,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,15,2,2,0,2,1361.3631
sd300c_plain_roll_00001151_09,sd300c,plain_roll,00001151,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,14,2,2,0,2,1340.9522
sd300c_plain_roll_00001153_01,sd300c,plain_roll,00001153,1,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,7,0,0,0,0,1758.3831
sd300c_plain_roll_00001153_04,sd300c,plain_roll,00001153,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,4,1,1,0,1,1231.7776
sd300c_plain_roll_00001153_05,sd300c,plain_roll,00001153,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,2,2,0,2,1397.1053
sd300c_plain_roll_00001153_09,sd300c,plain_roll,00001153,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,6,0,0,0,0,1333.1934
sd300c_plain_roll_00001153_10,sd300c,plain_roll,00001153,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,1198,2976,4,1,1,0,1,1228.1086
sd300c_plain_roll_00001156_05,sd300c,plain_roll,00001156,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3002,3000,58,2,2,0,2,1390.8643
sd300c_plain_roll_00001156_07,sd300c,plain_roll,00001156,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,9,2,2,0,2,1308.1078
sd300c_plain_roll_00001156_08,sd300c,plain_roll,00001156,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3001,12,1,1,0,1,1240.5312
sd300c_plain_roll_00001156_09,sd300c,plain_roll,00001156,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,20,1,1,0,1,1369.4253
sd300c_plain_roll_00001156_10,sd300c,plain_roll,00001156,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,14,1,1,0,1,1329.8305
sd300c_plain_roll_00001157_05,sd300c,plain_roll,00001157,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2844,3000,10,0,0,0,0,1495.1636
sd300c_plain_roll_00001157_08,sd300c,plain_roll,00001157,8,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,2,2,0,2,1352.6466
sd300c_plain_roll_00001157_10,sd300c,plain_roll,00001157,10,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3001,3000,11,1,1,0,1,1507.6084
sd300c_plain_roll_00001158_05,sd300c,plain_roll,00001158,5,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2807,3000,7,1,1,0,1,1059.548
sd300c_plain_roll_00001158_07,sd300c,plain_roll,00001158,7,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,12,2,2,0,2,1213.6901
sd300c_plain_roll_00001159_04,sd300c,plain_roll,00001159,4,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,2138,3000,9,2,2,0,2,1110.9353
sd300c_plain_roll_00001159_09,sd300c,plain_roll,00001159,9,ok,,0.0,4.0,False,True,False,insufficient_geometry_matches,3000,3000,7,0,0,0,0,1224.4262
